snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-08-06,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,2,159.146,near_pivot,weekly_breakout,watchlist,85.73,9.96,27.98,0.74,1.51,0.92,True,False,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-08-06,SSWL.NS,Steel Strips Wheels Limited,Automobile and Auto Components,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,4,122.856,watchlist,weekly_breakout,watchlist,81.78,48.44,45.04,0.75,0.42,0.78,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Chemicals,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,12,119.824,watchlist,weekly_breakout,watchlist,76.62,22.88,36.11,0.69,0.41,0.65,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,IPCALAB.NS,IPCA Laboratories Limited,Healthcare,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,14,118.866,watchlist,weekly_breakout,watchlist,74.33,13.01,22.05,0.65,0.58,0.77,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,MINDACORP.NS,Minda Corporation Limited,Automobile and Auto Components,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,18,117.584,watchlist,weekly_breakout,watchlist,72.92,37.86,25.11,0.66,0.48,0.63,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,21,116.662,watchlist,weekly_breakout,watchlist,72.06,22.24,24.73,0.41,0.53,0.36,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,HCG.NS,Healthcare Global Enterprises Limited,Healthcare,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-08-05,,26,115.106,watchlist,weekly_breakout,watchlist,70.53,10.0,15.4,0.59,0.76,0.59,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,17,111.966,watchlist,weekly_near_pivot,watchlist,73.58,24.08,49.67,0.39,0.36,0.29,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,KARURVYSYA.NS,Karur Vysya Bank Limited,Financial Services,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,24,111.704,forming_vcp,weekly_breakout,watchlist,71.02,17.9,10.07,0.51,0.28,0.47,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,GABRIEL.NS,Gabriel India Limited,Automobile and Auto Components,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,19,110.322,watchlist,weekly_breakout,watchlist,72.86,37.52,57.13,0.75,0.49,1.01,True,False,"Stage 2, Extended Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-08-06,AIAENG.NS,AIA Engineering Limited,Capital Goods,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,23,110.004,watchlist,weekly_near_pivot,watchlist,71.27,25.98,19.09,0.65,1.08,0.63,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-06,ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,1,109.104,watchlist,weekly_breakout,watchlist,89.27,13.72,59.47,1.24,4.62,1.81,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,JAMNAAUTO.NS,Jamna Auto Industries Limited,Automobile and Auto Components,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,3,107.162,watchlist,weekly_breakout,watchlist,82.06,18.07,12.19,0.88,1.13,1.39,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,BIOCON.NS,Biocon Ltd.,Healthcare,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,13,106.364,watchlist,weekly_near_pivot,watchlist,75.57,6.71,20.65,0.81,1.92,0.95,True,False,"Stage 2, Clean Stage 2, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-08-06,DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,6,106.044,watchlist,weekly_breakout,watchlist,80.22,24.28,40.27,1.62,0.63,2.05,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,RAJRATAN.NS,Rajratan Global Wire Limited,Automobile and Auto Components,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,9,104.958,watchlist,weekly_breakout,watchlist,78.54,27.16,18.0,1.99,0.6,1.86,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,SONACOMS.NS,Sona BLW Precision Forgings Limited,Automobile and Auto Components,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,10,104.59,watchlist,weekly_breakout,watchlist,77.95,34.09,53.32,1.53,0.9,1.21,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,TVSMOTOR.NS,TVS Motor Company Limited,Automobile and Auto Components,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,11,104.302,watchlist,weekly_breakout,watchlist,77.76,20.96,20.05,1.36,0.82,1.38,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,EICHERMOT.NS,Eicher Motors Limited,Automobile and Auto Components,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-05,,15,102.588,watchlist,weekly_breakout,watchlist,74.19,11.08,13.47,1.03,0.54,1.02,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-06,RKFORGE.NS,Ramkrishna Forgings Limited,Capital Goods,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-05,,20,101.01,watchlist,weekly_breakout,watchlist,72.55,18.46,26.53,2.46,0.74,2.03,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
