company_name,industry,symbol,Series,sector,ticker,f&o
Gujarat Pipavav Port Limited,Services,GPPL,EQ,Services,GPPL.NS,#N/A
Granules India Limited,Healthcare,GRANULES,EQ,Healthcare,GRANULES.NS,#N/A
Graphite India Limited,Capital Goods,GRAPHITE,EQ,Capital Goods,GRAPHITE.NS,#N/A
Grasim Industries Limited,Construction Materials,GRASIM,EQ,Construction Materials,GRASIM.NS,F&O
Gravita India Limited,Metals & Mining,GRAVITA,EQ,Metals & Mining,GRAVITA.NS,#N/A
Greenlam Industries Limited,Consumer Durables,GREENLAM,EQ,Consumer Durables,GREENLAM.NS,#N/A
Greenpanel Industries Limited,Consumer Durables,GREENPANEL,EQ,Consumer Durables,GREENPANEL.NS,#N/A
Grindwell Norton Limited,Capital Goods,GRINDWELL,EQ,Capital Goods,GRINDWELL.NS,#N/A
G R Infraprojects Limited,Construction,GRINFRA,EQ,Construction,GRINFRA.NS,#N/A
Garden Reach Shipbuilders & Engineers Limited,Capital Goods,GRSE,EQ,Capital Goods,GRSE.NS,#N/A
Garware Hi-Tech Films Limited,Capital Goods,GRWRHITECH,EQ,Capital Goods,GRWRHITECH.NS,#N/A
Gujarat State Fertilizers & Chemicals Limited,Chemicals,GSFC,EQ,Chemicals,GSFC.NS,#N/A
Gujarat State Petronet Limited,"Oil, Gas & Consumable Fuels",GSPL,EQ,"Oil, Gas & Consumable Fuels",GSPL.NS,#N/A
Gujarat Alkalies and Chemicals Limited,Chemicals,GUJALKALI,EQ,Chemicals,GUJALKALI.NS,#N/A
Gujarat Gas Limited,"Oil, Gas & Consumable Fuels",GUJGASLTD,EQ,"Oil, Gas & Consumable Fuels",GUJGASLTD.NS,#N/A
Gulf Oil Lubricants India Limited,"Oil, Gas & Consumable Fuels",GULFOILLUB,EQ,"Oil, Gas & Consumable Fuels",GULFOILLUB.NS,#N/A
GE Vernova T&D India Ltd.,Capital Goods,GVT&D,EQ,Capital Goods,GVT&D.NS,#N/A
Hindustan Aeronautics Limited,Capital Goods,HAL,EQ,Capital Goods,HAL.NS,F&O
Happiest Minds Technologies Limited,Information Technology,HAPPSTMNDS,EQ,Information Technology,HAPPSTMNDS.NS,#N/A
Harsha Engineers International Limited,Capital Goods,HARSHA,EQ,Capital Goods,HARSHA.NS,#N/A
Hathway Cable & Datacom Limited,"Media, Entertainment & Publication",HATHWAY,EQ,"Media, Entertainment & Publication",HATHWAY.NS,#N/A
Hatsun Agro Product Limited,Fast Moving Consumer Goods,HATSUN,EQ,Fast Moving Consumer Goods,HATSUN.NS,#N/A
Havells India Limited,Consumer Durables,HAVELLS,EQ,Consumer Durables,HAVELLS.NS,F&O
HBL Engineering Ltd.,Capital Goods,HBLENGINE,EQ,Capital Goods,HBLENGINE.NS,#N/A
Hindustan Construction Company Limited,Construction,HCC,EQ,Construction,HCC.NS,#N/A
Healthcare Global Enterprises Limited,Healthcare,HCG,EQ,Healthcare,HCG.NS,#N/A
HCL Technologies Limited,Information Technology,HCLTECH,EQ,Information Technology,HCLTECH.NS,F&O
HDFC Asset Management Company Limited,Financial Services,HDFCAMC,EQ,Financial Services,HDFCAMC.NS,F&O
HDFC Bank Limited,Financial Services,HDFCBANK,EQ,Financial Services,HDFCBANK.NS,F&O
HDFC Life Insurance Company Limited,Financial Services,HDFCLIFE,EQ,Financial Services,HDFCLIFE.NS,F&O
HEG Limited,Capital Goods,HEG,EQ,Capital Goods,HEG.NS,#N/A
HeidelbergCement India Limited,Construction Materials,HEIDELBERG,EQ,Construction Materials,HEIDELBERG.NS,#N/A
Hemisphere Properties India Limited,Realty,HEMIPROP,EQ,Realty,HEMIPROP.NS,#N/A
Hero MotoCorp Limited,Automobile and Auto Components,HEROMOTOCO,EQ,Automobile and Auto Components,HEROMOTOCO.NS,F&O
Hexaware Technologies Ltd.,Information Technology,HEXT,EQ,Information Technology,HEXT.NS,#N/A
HFCL Limited,Telecommunication,HFCL,EQ,Telecommunication,HFCL.NS,#N/A
H.G. Infra Engineering Limited,Construction,HGINFRA,EQ,Construction,HGINFRA.NS,#N/A
Hinduja Global Solutions Limited,Services,HGS,EQ,Services,HGS.NS,#N/A
Hikal Limited,Healthcare,HIKAL,EQ,Healthcare,HIKAL.NS,#N/A
Hindalco Industries Limited,Metals & Mining,HINDALCO,EQ,Metals & Mining,HINDALCO.NS,F&O
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,Metals & Mining,HINDCOPPER.NS,#N/A
Hindustan Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",HINDPETRO,EQ,"Oil, Gas & Consumable Fuels",HINDPETRO.NS,F&O
Hindustan Unilever Limited,Fast Moving Consumer Goods,HINDUNILVR,EQ,Fast Moving Consumer Goods,HINDUNILVR.NS,F&O
Hindware Home Innovation Limited,Consumer Durables,HINDWAREAP,EQ,Consumer Durables,HINDWAREAP.NS,#N/A
Hindustan Zinc Limited,Metals & Mining,HINDZINC,EQ,Metals & Mining,HINDZINC.NS,F&O
HLE Glascoat Limited,Capital Goods,HLEGLAS,EQ,Capital Goods,HLEGLAS.NS,#N/A
Hindustan Foods Limited,Fast Moving Consumer Goods,HNDFDS,EQ,Fast Moving Consumer Goods,HNDFDS.NS,#N/A
Home First Finance Company India Limited,Financial Services,HOMEFIRST,EQ,Financial Services,HOMEFIRST.NS,#N/A
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,Fast Moving Consumer Goods,HONASA.NS,#N/A
Honeywell Automation India Limited,Capital Goods,HONAUT,EQ,Capital Goods,HONAUT.NS,#N/A
Himadri Speciality Chemical Limited,Chemicals,HSCL,EQ,Chemicals,HSCL.NS,#N/A
Housing & Urban Development Corporation Limited,Financial Services,HUDCO,EQ,Financial Services,HUDCO.NS,#N/A
Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,Automobile and Auto Components,HYUNDAI.NS,F&O
ICICI Bank Limited,Financial Services,ICICIBANK,EQ,Financial Services,ICICIBANK.NS,F&O
ICICI Lombard General Insurance Company Limited,Financial Services,ICICIGI,EQ,Financial Services,ICICIGI.NS,F&O
ICICI Prudential Life Insurance Company Limited,Financial Services,ICICIPRULI,EQ,Financial Services,ICICIPRULI.NS,F&O
Indo Count Industries Limited,Textiles,ICIL,EQ,Textiles,ICIL.NS,#N/A
ICRA Limited,Financial Services,ICRA,EQ,Financial Services,ICRA.NS,#N/A
IDBI Bank Limited,Financial Services,IDBI,EQ,Financial Services,IDBI.NS,#N/A
Vodafone Idea Limited,Telecommunication,IDEA,EQ,Telecommunication,IDEA.NS,F&O
IDFC First Bank Limited,Financial Services,IDFCFIRSTB,EQ,Financial Services,IDFCFIRSTB.NS,F&O
Indian Energy Exchange Limited,Financial Services,IEX,EQ,Financial Services,IEX.NS,F&O
IFB Industries Limited,Consumer Durables,IFBIND,EQ,Consumer Durables,IFBIND.NS,#N/A
IFCI Limited,Financial Services,IFCI,EQ,Financial Services,IFCI.NS,#N/A
International Gemmological Institute (India) Ltd.,Services,IGIL,EQ,Services,IGIL.NS,#N/A
Indraprastha Gas Limited,"Oil, Gas & Consumable Fuels",IGL,EQ,"Oil, Gas & Consumable Fuels",IGL.NS,#N/A
IIFL Finance Limited,Financial Services,IIFL,EQ,Financial Services,IIFL.NS,#N/A
Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,EQ,Information Technology,IKS.NS,#N/A
Imagicaaworld Entertainment Limited,Consumer Services,IMAGICAA,EQ,Consumer Services,IMAGICAA.NS,#N/A
Indian Metals & Ferro Alloys Limited,Metals & Mining,IMFA,EQ,Metals & Mining,IMFA.NS,#N/A
Indegene Ltd.,Healthcare,INDGN,EQ,Healthcare,INDGN.NS,#N/A
The Indian Hotels Company Limited,Consumer Services,INDHOTEL,EQ,Consumer Services,INDHOTEL.NS,F&O
The India Cements Limited,Construction Materials,INDIACEM,EQ,Construction Materials,INDIACEM.NS,#N/A
Indiamart Intermesh Limited,Consumer Services,INDIAMART,EQ,Consumer Services,INDIAMART.NS,#N/A
Indian Bank,Financial Services,INDIANB,EQ,Financial Services,INDIANB.NS,F&O
InterGlobe Aviation Limited,Services,INDIGO,EQ,Services,INDIGO.NS,F&O
Indigo Paints Limited,Consumer Durables,INDIGOPNTS,EQ,Consumer Durables,INDIGOPNTS.NS,#N/A
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,Financial Services,INDUSINDBK.NS,F&O
Indus Towers Limited,Telecommunication,INDUSTOWER,EQ,Telecommunication,INDUSTOWER.NS,F&O
Infosys Limited,Information Technology,INFY,EQ,Information Technology,INFY.NS,F&O
Ingersoll Rand (India) Limited,Capital Goods,INGERRAND,EQ,Capital Goods,INGERRAND.NS,#N/A
INOX India Ltd.,Capital Goods,INOXINDIA,EQ,Capital Goods,INOXINDIA.NS,#N/A
Inox Wind Limited,Capital Goods,INOXWIND,EQ,Capital Goods,INOXWIND.NS,F&O
Intellect Design Arena Limited,Information Technology,INTELLECT,EQ,Information Technology,INTELLECT.NS,#N/A
Indian Overseas Bank,Financial Services,IOB,EQ,Financial Services,IOB.NS,#N/A
Indian Oil Corporation Ltd.,"Oil, Gas & Consumable Fuels",IOC,EQ,"Oil, Gas & Consumable Fuels",IOC.NS,F&O
ION Exchange (India) Limited,Construction,IONEXCHANG,EQ,Construction,IONEXCHANG.NS,#N/A
IPCA Laboratories Limited,Healthcare,IPCALAB,EQ,Healthcare,IPCALAB.NS,#N/A
IRB Infrastructure Developers Limited,Construction,IRB,EQ,Construction,IRB.NS,#N/A
Ircon International Limited,Construction,IRCON,EQ,Construction,IRCON.NS,#N/A
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,Consumer Services,IRCTC.NS,#N/A
Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,Financial Services,IREDA.NS,F&O
Indian Railway Finance Corporation Limited,Financial Services,IRFC,EQ,Financial Services,IRFC.NS,F&O
Isgec Heavy Engineering Limited,Construction,ISGEC,EQ,Construction,ISGEC.NS,#N/A
ITC Limited,Fast Moving Consumer Goods,ITC,EQ,Fast Moving Consumer Goods,ITC.NS,F&O
ITC Hotels Ltd.,Consumer Services,ITCHOTELS,EQ,Consumer Services,ITCHOTELS.NS,#N/A
India Tourism Development Corporation Limited,Consumer Services,ITDC,EQ,Consumer Services,ITDC.NS,#N/A
ITI Limited,Telecommunication,ITI,EQ,Telecommunication,ITI.NS,#N/A
The Jammu & Kashmir Bank Limited,Financial Services,J&KBANK,EQ,Financial Services,J&KBANK.NS,#N/A
Jai Corp Limited,Capital Goods,JAICORPLTD,EQ,Capital Goods,JAICORPLTD.NS,#N/A
Jamna Auto Industries Limited,Automobile and Auto Components,JAMNAAUTO,EQ,Automobile and Auto Components,JAMNAAUTO.NS,#N/A
Jayaswal Neco Industries Limited,Capital Goods,JAYNECOIND,EQ,Capital Goods,JAYNECOIND.NS,#N/A
JB Chemicals & Pharmaceuticals Limited,Healthcare,JBCHEPHARM,EQ,Healthcare,JBCHEPHARM.NS,#N/A
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,Automobile and Auto Components,JBMA.NS,#N/A
Jindal Saw Limited,Capital Goods,JINDALSAW,EQ,Capital Goods,JINDALSAW.NS,#N/A
Jindal Steel & Power Limited,Metals & Mining,JINDALSTEL,EQ,Metals & Mining,JINDALSTEL.NS,F&O
Jindal Worldwide Limited,Textiles,JINDWORLD,EQ,Textiles,JINDWORLD.NS,#N/A
Jio Financial Services Limited,Financial Services,JIOFIN,EQ,Financial Services,JIOFIN.NS,F&O
Jain Irrigation Systems Limited,Capital Goods,JISLJALEQS,EQ,Capital Goods,JISLJALEQS.NS,#N/A
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,Construction Materials,JKCEMENT.NS,#N/A
J.Kumar Infraprojects Limited,Construction,JKIL,EQ,Construction,JKIL.NS,#N/A
JK Lakshmi Cement Limited,Construction Materials,JKLAKSHMI,EQ,Construction Materials,JKLAKSHMI.NS,#N/A
JK Paper Limited,Forest Materials,JKPAPER,EQ,Forest Materials,JKPAPER.NS,#N/A
JK Tyre & Industries Limited,Automobile and Auto Components,JKTYRE,EQ,Automobile and Auto Components,JKTYRE.NS,#N/A
Jupiter Life Line Hospitals Limited,Healthcare,JLHL,EQ,Healthcare,JLHL.NS,#N/A
JM Financial Limited,Financial Services,JMFINANCIL,EQ,Financial Services,JMFINANCIL.NS,#N/A
Jaiprakash Power Ventures Limited,Power,JPPOWER,EQ,Power,JPPOWER.NS,#N/A
Jindal Stainless Limited,Metals & Mining,JSL,EQ,Metals & Mining,JSL.NS,#N/A
JSW Cement Ltd.,Construction Materials,JSWCEMENT,EQ,Construction Materials,JSWCEMENT.NS,#N/A
JSW Energy Limited,Power,JSWENERGY,EQ,Power,JSWENERGY.NS,F&O
JSW Holdings Limited,Financial Services,JSWHL,EQ,Financial Services,JSWHL.NS,#N/A
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,Services,JSWINFRA.NS,#N/A
JSW Steel Limited,Metals & Mining,JSWSTEEL,EQ,Metals & Mining,JSWSTEEL.NS,F&O
JTL INDUSTRIES LIMITED,Capital Goods,JTLIND,EQ,Capital Goods,JTLIND.NS,#N/A
Jubilant Foodworks Limited,Consumer Services,JUBLFOOD,EQ,Consumer Services,JUBLFOOD.NS,F&O
Jubilant Ingrevia Limited,Chemicals,JUBLINGREA,EQ,Chemicals,JUBLINGREA.NS,#N/A
Jubilant Pharmova Limited,Healthcare,JUBLPHARMA,EQ,Healthcare,JUBLPHARMA.NS,#N/A
Just Dial Limited,Consumer Services,JUSTDIAL,EQ,Consumer Services,JUSTDIAL.NS,#N/A
Jupiter Wagons Limited,Capital Goods,JWL,EQ,Capital Goods,JWL.NS,#N/A
Jyothy Labs Limited,Fast Moving Consumer Goods,JYOTHYLAB,EQ,Fast Moving Consumer Goods,JYOTHYLAB.NS,#N/A
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,Capital Goods,JYOTICNC.NS,#N/A
Kajaria Ceramics Limited,Consumer Durables,KAJARIACER,EQ,Consumer Durables,KAJARIACER.NS,#N/A
Kalyan Jewellers India Limited,Consumer Durables,KALYANKJIL,EQ,Consumer Durables,KALYANKJIL.NS,F&O
Kansai Nerolac Paints Limited,Consumer Durables,KANSAINER,EQ,Consumer Durables,KANSAINER.NS,#N/A
Karur Vysya Bank Limited,Financial Services,KARURVYSYA,EQ,Financial Services,KARURVYSYA.NS,#N/A
Kaynes Technology India Limited,Capital Goods,KAYNES,EQ,Capital Goods,KAYNES.NS,F&O
KDDL Limited,Consumer Durables,KDDL,EQ,Consumer Durables,KDDL.NS,#N/A
KEC International Limited,Capital Goods,KEC,EQ,Capital Goods,KEC.NS,#N/A
KEI Industries Limited,Capital Goods,KEI,EQ,Capital Goods,KEI.NS,F&O
Kfin Technologies Limited,Financial Services,KFINTECH,EQ,Financial Services,KFINTECH.NS,F&O
Krishna Institute of Medical Sciences Limited,Healthcare,KIMS,EQ,Healthcare,KIMS.NS,#N/A
Kirloskar Brothers Limited,Capital Goods,KIRLOSBROS,EQ,Capital Goods,KIRLOSBROS.NS,#N/A
Kirloskar Oil Engines Limited,Capital Goods,KIRLOSENG,EQ,Capital Goods,KIRLOSENG.NS,#N/A
Kirloskar Industries Limited,Capital Goods,KIRLOSIND,EQ,Capital Goods,KIRLOSIND.NS,#N/A
Kewal Kiran Clothing Limited,Textiles,KKCL,EQ,Textiles,KKCL.NS,#N/A
KNR Constructions Limited,Construction,KNRCON,EQ,Construction,KNRCON.NS,#N/A
Kolte - Patil Developers Limited,Realty,KOLTEPATIL,EQ,Realty,KOLTEPATIL.NS,#N/A
Kotak Mahindra Bank Limited,Financial Services,KOTAKBANK,EQ,Financial Services,KOTAKBANK.NS,F&O
KPI Green Energy Limited,Power,KPIGREEN,EQ,Power,KPIGREEN.NS,#N/A
Kalpataru Projects International Limited,Construction,KPIL,EQ,Construction,KPIL.NS,#N/A
KPIT Technologies Limited,Information Technology,KPITTECH,EQ,Information Technology,KPITTECH.NS,F&O
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,Textiles,KPRMILL.NS,#N/A
KRBL Limited,Fast Moving Consumer Goods,KRBL,EQ,Fast Moving Consumer Goods,KRBL.NS,#N/A
Ksb Limited,Capital Goods,KSB,EQ,Capital Goods,KSB.NS,#N/A
Kaveri Seed Company Limited,Fast Moving Consumer Goods,KSCL,EQ,Fast Moving Consumer Goods,KSCL.NS,#N/A
Kalyani Steels Limited,Capital Goods,KSL,EQ,Capital Goods,KSL.NS,#N/A
The Karnataka Bank Limited,Financial Services,KTKBANK,EQ,Financial Services,KTKBANK.NS,#N/A
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,Healthcare,LALPATHLAB.NS,#N/A
La Opala RG Limited,Consumer Durables,LAOPALA,EQ,Consumer Durables,LAOPALA.NS,#N/A
Latent View Analytics Limited,Information Technology,LATENTVIEW,EQ,Information Technology,LATENTVIEW.NS,#N/A
Laurus Labs Limited,Healthcare,LAURUSLABS,EQ,Healthcare,LAURUSLABS.NS,F&O
Lemon Tree Hotels Limited,Consumer Services,LEMONTREE,EQ,Consumer Services,LEMONTREE.NS,#N/A
LG Balakrishnan & Bros Limited,Automobile and Auto Components,LGBBROSLTD,EQ,Automobile and Auto Components,LGBBROSLTD.NS,#N/A
LIC Housing Finance Limited,Financial Services,LICHSGFIN,EQ,Financial Services,LICHSGFIN.NS,F&O
Life Insurance Corporation Of India,Financial Services,LICI,EQ,Financial Services,LICI.NS,F&O
Linde India Limited,Chemicals,LINDEINDIA,EQ,Chemicals,LINDEINDIA.NS,#N/A
Lloyds Metals And Energy Limited,Metals & Mining,LLOYDSME,EQ,Metals & Mining,LLOYDSME.NS,#N/A
Macrotech Developers Limited,Realty,LODHA,EQ,Realty,LODHA.NS,F&O
Larsen & Toubro Limited,Construction,LT,EQ,Construction,LT.NS,F&O
L&T Finance Ltd.,Financial Services,LTF,EQ,Financial Services,LTF.NS,F&O
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,Fast Moving Consumer Goods,LTFOODS.NS,#N/A
LTIMindtree Ltd.,Information Technology,LTM,EQ,Information Technology,LTM.NS,F&O
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,Information Technology,LTTS.NS,#N/A
Lupin Limited,Healthcare,LUPIN,EQ,Healthcare,LUPIN.NS,F&O
Lux Industries Limited,Textiles,LUXIND,EQ,Textiles,LUXIND.NS,#N/A
Laxmi Organic Industries Limited,Chemicals,LXCHEM,EQ,Chemicals,LXCHEM.NS,#N/A
Mahindra & Mahindra Limited,Automobile and Auto Components,M&M,EQ,Automobile and Auto Components,M&M.NS,F&O
Mahindra & Mahindra Financial Services Limited,Financial Services,M&MFIN,EQ,Financial Services,M&MFIN.NS,#N/A
Bank of Maharashtra,Financial Services,MAHABANK,EQ,Financial Services,MAHABANK.NS,#N/A
Mahindra Lifespace Developers Limited,Realty,MAHLIFE,EQ,Realty,MAHLIFE.NS,#N/A
Maharashtra Scooters Limited,Financial Services,MAHSCOOTER,EQ,Financial Services,MAHSCOOTER.NS,#N/A
Maharashtra Seamless Limited,Capital Goods,MAHSEAMLES,EQ,Capital Goods,MAHSEAMLES.NS,#N/A
Manappuram Finance Limited,Financial Services,MANAPPURAM,EQ,Financial Services,MANAPPURAM.NS,F&O
Man Infraconstruction Limited,Construction,MANINFRA,EQ,Construction,MANINFRA.NS,#N/A
Mankind Pharma Limited,Healthcare,MANKIND,EQ,Healthcare,MANKIND.NS,F&O
Vedant Fashions Limited,Consumer Services,MANYAVAR,EQ,Consumer Services,MANYAVAR.NS,#N/A
C.E. Info Systems Limited,Information Technology,MAPMYINDIA,EQ,Information Technology,MAPMYINDIA.NS,#N/A
Marico Limited,Fast Moving Consumer Goods,MARICO,EQ,Fast Moving Consumer Goods,MARICO.NS,F&O
Marksans Pharma Limited,Healthcare,MARKSANS,EQ,Healthcare,MARKSANS.NS,#N/A
Maruti Suzuki India Limited,Automobile and Auto Components,MARUTI,EQ,Automobile and Auto Components,MARUTI.NS,F&O
MAS Financial Services Limited,Financial Services,MASFIN,EQ,Financial Services,MASFIN.NS,#N/A
Mastek Limited,Information Technology,MASTEK,EQ,Information Technology,MASTEK.NS,#N/A
Max Healthcare Institute Limited,Healthcare,MAXHEALTH,EQ,Healthcare,MAXHEALTH.NS,F&O
Mazagon Dock Shipbuilders Limited,Capital Goods,MAZDOCK,EQ,Capital Goods,MAZDOCK.NS,F&O
Multi Commodity Exchange of India Limited,Financial Services,MCX,EQ,Financial Services,MCX.NS,F&O
Global Health Limited,Healthcare,MEDANTA,EQ,Healthcare,MEDANTA.NS,#N/A
Medplus Health Services Limited,Consumer Services,MEDPLUS,EQ,Consumer Services,MEDPLUS.NS,#N/A
Metro Brands Limited,Consumer Durables,METROBRAND,EQ,Consumer Durables,METROBRAND.NS,#N/A
Metropolis Healthcare Limited,Healthcare,METROPOLIS,EQ,Healthcare,METROPOLIS.NS,#N/A
Max Financial Services Limited,Financial Services,MFSL,EQ,Financial Services,MFSL.NS,F&O
Mahanagar Gas Limited,"Oil, Gas & Consumable Fuels",MGL,EQ,"Oil, Gas & Consumable Fuels",MGL.NS,#N/A
Mahindra Holidays & Resorts India Limited,Consumer Services,MHRIL,EQ,Consumer Services,MHRIL.NS,#N/A
Mishra Dhatu Nigam Limited,Capital Goods,MIDHANI,EQ,Capital Goods,MIDHANI.NS,#N/A
Minda Corporation Limited,Automobile and Auto Components,MINDACORP,EQ,Automobile and Auto Components,MINDACORP.NS,#N/A
MMTC Limited,Services,MMTC,EQ,Services,MMTC.NS,#N/A
Samvardhana Motherson International Limited,Automobile and Auto Components,MOTHERSON,EQ,Automobile and Auto Components,MOTHERSON.NS,F&O
Motilal Oswal Financial Services Limited,Financial Services,MOTILALOFS,EQ,Financial Services,MOTILALOFS.NS,F&O
MphasiS Limited,Information Technology,MPHASIS,EQ,Information Technology,MPHASIS.NS,F&O
MRF Limited,Automobile and Auto Components,MRF,EQ,Automobile and Auto Components,MRF.NS,#N/A
Mangalore Refinery and Petrochemicals Limited,"Oil, Gas & Consumable Fuels",MRPL,EQ,"Oil, Gas & Consumable Fuels",MRPL.NS,#N/A
Mstc Limited,Services,MSTCLTD,EQ,Services,MSTCLTD.NS,#N/A
Motherson Sumi Wiring India Limited,Automobile and Auto Components,MSUMI,EQ,Automobile and Auto Components,MSUMI.NS,#N/A
Mtar Technologies Limited,Capital Goods,MTARTECH,EQ,Capital Goods,MTARTECH.NS,#N/A
Muthoot Finance Limited,Financial Services,MUTHOOTFIN,EQ,Financial Services,MUTHOOTFIN.NS,F&O
Nippon Life India Asset Management Limited,Financial Services,NAM-INDIA,EQ,Financial Services,NAM-INDIA.NS,F&O
Natco Pharma Limited,Healthcare,NATCOPHARM,EQ,Healthcare,NATCOPHARM.NS,#N/A
National Aluminium Company Limited,Metals & Mining,NATIONALUM,EQ,Metals & Mining,NATIONALUM.NS,F&O
Info Edge (India) Limited,Consumer Services,NAUKRI,EQ,Consumer Services,NAUKRI.NS,F&O
NAVA LIMITED,Power,NAVA,EQ,Power,NAVA.NS,#N/A
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,Chemicals,NAVINFLUOR.NS,#N/A
Navneet Education Limited,"Media, Entertainment & Publication",NAVNETEDUL,EQ,"Media, Entertainment & Publication",NAVNETEDUL.NS,#N/A
Nazara Technologies Limited,"Media, Entertainment & Publication",NAZARA,EQ,"Media, Entertainment & Publication",NAZARA.NS,#N/A
NBCC (India) Ltd.,Construction,NBCC,EQ,Construction,NBCC.NS,F&O
NCC Limited,Construction,NCC,EQ,Construction,NCC.NS,#N/A
Neogen Chemicals Limited,Chemicals,NEOGEN,EQ,Chemicals,NEOGEN.NS,#N/A
Nesco Limited,Services,NESCO,EQ,Services,NESCO.NS,#N/A
Nestle India Limited,Fast Moving Consumer Goods,NESTLEIND,EQ,Fast Moving Consumer Goods,NESTLEIND.NS,F&O
Netweb Technologies India Limited,Information Technology,NETWEB,EQ,Information Technology,NETWEB.NS,#N/A
Network18 Media & Investments Limited,"Media, Entertainment & Publication",NETWORK18,EQ,"Media, Entertainment & Publication",NETWORK18.NS,#N/A
Neuland Laboratories Limited,Healthcare,NEULANDLAB,EQ,Healthcare,NEULANDLAB.NS,#N/A
Newgen Software Technologies Limited,Information Technology,NEWGEN,EQ,Information Technology,NEWGEN.NS,#N/A
National Fertilizers Limited,Chemicals,NFL,EQ,Chemicals,NFL.NS,#N/A
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,Healthcare,NH.NS,#N/A
NHPC Limited,Power,NHPC,EQ,Power,NHPC.NS,F&O
The New India Assurance Company Limited,Financial Services,NIACL,EQ,Financial Services,NIACL.NS,#N/A
NIIT Learning Systems Limited,Consumer Services,NIITMTS,EQ,Consumer Services,NIITMTS.NS,#N/A
Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,EQ,Financial Services,NIVABUPA.NS,#N/A
NLC India Ltd.,Power,NLCINDIA,EQ,Power,NLCINDIA.NS,#N/A
NMDC Limited,Metals & Mining,NMDC,EQ,Metals & Mining,NMDC.NS,F&O
NOCIL Limited,Chemicals,NOCIL,EQ,Chemicals,NOCIL.NS,#N/A
NMDC Steel Limited,Metals & Mining,NSLNISP,EQ,Metals & Mining,NSLNISP.NS,#N/A
NTPC Limited,Power,NTPC,EQ,Power,NTPC.NS,F&O
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,Power,NTPCGREEN.NS,#N/A
Nucleus Software Exports Limited,Information Technology,NUCLEUS,EQ,Information Technology,NUCLEUS.NS,#N/A
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,Financial Services,NUVAMA.NS,F&O
Nuvoco Vistas Corporation Limited,Construction Materials,NUVOCO,EQ,Construction Materials,NUVOCO.NS,#N/A
FSN E-Commerce Ventures Limited,Consumer Services,NYKAA,EQ,Consumer Services,NYKAA.NS,F&O
Oberoi Realty Limited,Realty,OBEROIRLTY,EQ,Realty,OBEROIRLTY.NS,F&O
Oracle Financial Services Software Limited,Information Technology,OFSS,EQ,Information Technology,OFSS.NS,F&O
Oil India Limited,"Oil, Gas & Consumable Fuels",OIL,EQ,"Oil, Gas & Consumable Fuels",OIL.NS,F&O
Ola Electric Mobility Ltd.,Automobile and Auto Components,OLAELEC,EQ,Automobile and Auto Components,OLAELEC.NS,#N/A
Olectra Greentech Limited,Automobile and Auto Components,OLECTRA,EQ,Automobile and Auto Components,OLECTRA.NS,#N/A
Onesource Specialty Pharma Ltd.,Healthcare,ONESOURCE,EQ,Healthcare,ONESOURCE.NS,#N/A
Oil & Natural Gas Corporation Limited,"Oil, Gas & Consumable Fuels",ONGC,EQ,"Oil, Gas & Consumable Fuels",ONGC.NS,F&O
Orient Electric Limited,Consumer Durables,ORIENTELEC,EQ,Consumer Durables,ORIENTELEC.NS,#N/A
The Orissa Minerals Development Company Limited,Metals & Mining,ORISSAMINE,EQ,Metals & Mining,ORISSAMINE.NS,#N/A
Page Industries Limited,Textiles,PAGEIND,EQ,Textiles,PAGEIND.NS,F&O
Paisalo Digital Limited,Financial Services,PAISALO,EQ,Financial Services,PAISALO.NS,#N/A
Paradeep Phosphates Limited,Chemicals,PARADEEP,EQ,Chemicals,PARADEEP.NS,#N/A
Patanjali Foods Ltd.,Fast Moving Consumer Goods,PATANJALI,EQ,Fast Moving Consumer Goods,PATANJALI.NS,F&O
Patel Engineering Limited,Construction,PATELENG,EQ,Construction,PATELENG.NS,#N/A
One 97 Communications Limited,Financial Services,PAYTM,EQ,Financial Services,PAYTM.NS,F&O
PCBL LIMITED,Chemicals,PCBL,EQ,Chemicals,PCBL.NS,#N/A
