ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,rank_change,prev_score,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
SUPREMEIND.NS,Supreme Industries Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,36.27,16.32,10.0,0.0,36.27,26.32,11.58,-6.86,1309704434.63,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",177,,,,,False,False,False,False,False
JWL.NS,Jupiter Wagons Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,11.54,22.1,16.29,10.0,11.54,22.1,26.29,-4.72,-5.12,993661984.26,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, downtrend",178,,,,,False,False,False,False,False
ITC.NS,ITC Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,9.37,35.8,21.26,5.0,9.37,35.8,26.26,-0.93,-18.85,6534879945.05,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",179,,,,,False,False,False,False,False
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Metals & Mining,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,36.02,16.21,10.0,0.0,36.02,26.21,6.55,-4.4,312571456.51,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",180,,,,,False,False,False,False,False
CAMS.NS,Computer Age Management Services Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,3.17,49.83,24.17,2.0,3.17,49.83,26.17,12.43,7.89,1029450368.18,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",181,,,,,False,False,False,False,False
JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,10.0,0.0,35.8,26.11,-8.54,-31.06,172305892.19,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",182,,,,,False,False,False,False,False
KAYNES.NS,Kaynes Technology India Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,10.0,0.0,35.8,26.11,27.32,-31.97,6151336868.86,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",183,,,,,False,False,False,False,False
TEJASNET.NS,Tejas Networks Limited,Telecommunication,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,10.0,0.0,35.8,26.11,20.65,-26.28,1759115855.97,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",184,,,,,False,False,False,False,False
TATAPOWER.NS,Tata Power Company Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,20.57,10.57,16.07,10.0,20.57,10.57,26.07,24.0,13.69,3966888409.86,"Stage 3, distribution_risk",185,,,,,False,False,False,False,False
POWERGRID.NS,Power Grid Corporation of India Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,18.39,12.96,15.95,10.0,18.39,12.96,25.95,30.78,18.78,4799074966.54,"Stage 3, weekly_volume_dryup, distribution_risk",186,,,,,False,False,False,False,False
JPPOWER.NS,Jaiprakash Power Ventures Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,17.96,12.79,15.63,10.0,17.96,12.79,25.63,31.34,16.52,2315525206.1,"Stage 3, distribution_risk",187,,,,,False,False,False,False,False
SPLPETRO.NS,Supreme Petrochem Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,29.05,16.3,23.31,2.0,29.05,16.3,25.31,59.51,11.45,247225105.71,"Stage 3, distribution_risk",188,,,,,False,False,False,False,False
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,13.1,35.8,23.31,2.0,13.1,35.8,25.31,7.16,-20.0,107949196.83,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",189,,,,,False,False,False,False,False
JMFINANCIL.NS,JM Financial Limited,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,12.1,36.9,23.26,2.0,12.1,36.9,25.26,8.81,-12.57,389011970.89,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",190,,,,,False,False,False,False,False
HGINFRA.NS,H.G. Infra Engineering Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,13.1,39.8,25.12,0.0,13.1,39.8,25.12,-7.06,-28.67,473502352.99,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",191,,,,,False,False,False,False,False
LAURUSLABS.NS,Laurus Labs Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.79,50.08,22.97,2.0,0.79,50.08,24.97,11.76,31.06,1974623608.36,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",192,,,,,False,False,False,False,False
SPARC.NS,Sun Pharma Advanced Research Company Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,50.91,22.91,2.0,0.0,50.91,24.91,15.18,15.94,332232593.59,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",193,,,,,False,False,False,False,False
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,12.34,35.8,22.9,2.0,12.34,35.8,24.9,4.84,-22.24,51473494.9,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",194,,,,,False,False,False,False,False
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,12.22,35.8,22.83,2.0,12.22,35.8,24.83,-14.12,-25.88,302821612.72,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",195,,,,,False,False,False,False,False
MMTC.NS,MMTC Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,11.12,41.57,24.82,0.0,11.12,41.57,24.82,2.96,3.71,559415263.09,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",196,,,,,False,False,False,False,False
GODREJPROP.NS,Godrej Properties Limited,Realty,Stage 4,watchlist,weekly_watchlist,watchlist,9.26,43.8,24.8,0.0,9.26,43.8,24.8,5.14,-14.39,1977095692.01,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",197,,,,,False,False,False,False,False
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Healthcare,Stage 1,watchlist,weekly_watchlist,watchlist,17.27,29.37,22.71,2.0,17.27,29.37,24.71,6.45,6.23,5905086452.83,"Stage 1, weekly_vcp_ok, stage1_not_actionable, stage1_needs_more_base",198,,,,,False,False,False,False,False
UTIAMC.NS,UTI Asset Management Company Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,8.71,39.8,22.7,2.0,8.71,39.8,24.7,0.02,-20.6,230185711.74,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",199,,,,,False,False,False,False,False
FIRSTCRY.NS,Brainbees Solutions Ltd.,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,12.2,39.8,24.62,0.0,12.2,39.8,24.62,-4.37,-26.54,2307780871.8,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",200,,,,,False,False,False,False,False
AKZOINDIA.NS,Akzo Nobel India Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,11.87,39.8,24.44,0.0,11.87,39.8,24.44,1.0,-7.48,117187201.55,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",201,,,,,False,False,False,False,False
RACE.NS,Race Eco Chain Limited,Utilities,Stage 3,watchlist,weekly_watchlist,watchlist,8.2,39.8,22.42,2.0,8.2,39.8,24.42,14.49,-40.6,6178477.38,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",202,,,,,False,False,False,False,False
NEOGEN.NS,Neogen Chemicals Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,3.43,45.39,22.31,2.0,3.43,45.39,24.31,36.7,19.23,194606303.23,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",203,,,,,False,False,False,False,False
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,42.82,19.27,5.0,0.0,42.82,24.27,23.44,6.81,208896828.45,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",204,,,,,False,False,False,False,False
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,27.2,16.0,22.16,2.0,27.2,16.0,24.16,59.45,34.4,6717425189.33,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",205,,,,,False,False,False,False,False
MANKIND.NS,Mankind Pharma Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,48.99,22.05,2.0,0.0,48.99,24.05,13.82,-1.9,1179867731.82,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",206,,,,,False,False,False,False,False
NIACL.NS,The New India Assurance Company Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,48.83,21.97,2.0,0.0,48.83,23.97,16.99,-6.67,1262649397.36,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",207,,,,,False,False,False,False,False
KSCL.NS,Kaveri Seed Company Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,42.09,18.94,5.0,0.0,42.09,23.94,16.77,-4.88,182284340.74,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",208,,,,,False,False,False,False,False
IONEXCHANG.NS,ION Exchange (India) Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,1.02,51.5,23.74,0.0,1.02,51.5,23.74,21.16,4.84,95003402.83,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",209,,,,,False,False,False,False,False
TRITURBINE.NS,Triveni Turbine Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.39,6.75,13.7,10.0,19.39,6.75,23.7,26.41,17.09,2666163211.85,"Stage 3, distribution_risk",210,,,,,False,False,False,False,False
BANCOINDIA.NS,Banco Products (I) Limited,Automobile and Auto Components,Stage 4,watchlist,weekly_watchlist,watchlist,9.96,35.8,21.59,2.0,9.96,35.8,23.59,7.37,-7.98,128919711.73,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",211,,,,,False,False,False,False,False
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,47.95,21.58,2.0,0.0,47.95,23.58,15.39,-13.84,1201139309.59,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",212,,,,,False,False,False,False,False
GODREJAGRO.NS,Godrej Agrovet Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,41.29,18.58,5.0,0.0,41.29,23.58,17.24,-2.31,83060496.23,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",213,,,,,False,False,False,False,False
ZENSARTECH.NS,Zensar Technologies Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,10.12,39.8,23.48,0.0,10.12,39.8,23.48,-15.54,-21.89,274234855.98,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",214,,,,,False,False,False,False,False
PFIZER.NS,Pfizer Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,12.43,32.36,21.4,2.0,12.43,32.36,23.4,7.41,-5.14,72154659.13,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",215,,,,,False,False,False,False,False
LINDEINDIA.NS,Linde India Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,2.48,44.41,21.35,2.0,2.48,44.41,23.35,23.72,22.34,465393395.05,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",216,,,,,False,False,False,False,False
HINDZINC.NS,Hindustan Zinc Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,13.21,13.51,13.35,10.0,13.21,13.51,23.35,-4.82,23.88,3141037301.32,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",217,,,,,False,False,False,False,False
TATACOMM.NS,Tata Communications Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,17.2,8.0,13.06,10.0,17.2,8.0,23.06,-4.77,-12.45,687443373.22,"Stage 3, distribution_risk",218,,,,,False,False,False,False,False
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,2.44,48.14,23.0,0.0,2.44,48.14,23.0,9.71,-6.34,848840536.31,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",219,,,,,False,False,False,False,False
NETWEB.NS,Netweb Technologies India Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,50.56,22.75,0.0,0.0,50.56,22.75,20.22,7.35,4697000050.37,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",220,,,,,False,False,False,False,False
SCHAEFFLER.NS,Schaeffler India Limited,Automobile and Auto Components,Stage 1,watchlist,weekly_watchlist,watchlist,20.46,20.56,20.51,2.0,20.46,20.56,22.51,18.33,15.25,403553530.38,"Stage 1, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",221,,,,,False,False,False,False,False
HATSUN.NS,Hatsun Agro Product Limited,Fast Moving Consumer Goods,Stage 1,watchlist,weekly_watchlist,watchlist,12.07,24.03,17.45,5.0,12.07,24.03,22.45,11.85,18.49,43806748.12,"Stage 1, stage1_base_ready, stage1_not_actionable",222,,,,,False,False,False,False,False
DELHIVERY.NS,Delhivery Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,49.75,22.39,0.0,0.0,49.75,22.39,17.45,2.09,1411279272.21,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",223,,,,,False,False,False,False,False
KPIGREEN.NS,KPI Green Energy Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,16.53,7.1,12.29,10.0,16.53,7.1,22.29,9.36,1.6,481516274.19,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",224,,,,,False,False,False,False,False
ORIENTELEC.NS,Orient Electric Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,49.28,22.18,0.0,0.0,49.28,22.18,18.06,-3.28,65749828.76,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",225,,,,,False,False,False,False,False
AADHARHFC.NS,Aadhar Housing Finance Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,44.59,20.07,2.0,0.0,44.59,22.07,9.39,2.51,169644510.48,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",226,,,,,False,False,False,False,False
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,44.52,20.03,2.0,0.0,44.52,22.03,9.21,-1.97,488471732.93,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",227,,,,,False,False,False,False,False
PRSMJOHNSN.NS,Prism Johnson Limited,Construction Materials,Stage 4,watchlist,weekly_watchlist,watchlist,9.48,37.28,21.99,0.0,9.48,37.28,21.99,8.97,-5.22,171937870.23,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",228,,,,,False,False,False,False,False
ERIS.NS,Eris Lifesciences Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,3.7,39.8,19.95,2.0,3.7,39.8,21.95,2.18,-6.53,173401446.78,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",229,,,,,False,False,False,False,False
TASTYBITE.NS,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,1.5,35.8,16.93,5.0,1.5,35.8,21.93,-0.05,-15.37,24755963.1,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",230,,,,,False,False,False,False,False
GODIGIT.NS,Go Digit General Insurance Ltd.,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,6.83,35.8,19.87,2.0,6.83,35.8,21.87,3.68,-5.37,91820575.49,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",231,,,,,False,False,False,False,False
BASF.NS,BASF India Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,43.8,19.71,2.0,0.0,43.8,21.71,9.02,-11.92,96720724.02,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",232,,,,,False,False,False,False,False
PREMIERENE.NS,Premier Energies Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,20.85,0.44,11.67,10.0,20.85,0.44,21.67,40.94,-0.58,2310077550.6,"Stage 3, weekly_volume_dryup, distribution_risk",233,,,,,False,False,False,False,False
CESC.NS,CESC Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,19.91,1.47,11.61,10.0,19.91,1.47,21.61,23.9,14.8,406903552.56,"Stage 3, distribution_risk",234,,,,,False,False,False,False,False
SWIGGY.NS,Swiggy Ltd.,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,9.99,35.8,21.6,0.0,9.99,35.8,21.6,-6.69,-26.67,3323819548.25,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",235,,,,,False,False,False,False,False
DCBBANK.NS,DCB Bank Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,20.17,18.81,19.56,2.0,20.17,18.81,21.56,5.83,54.24,287452630.21,"Stage 3, weekly_volume_dryup, distribution_risk",236,,,,,False,False,False,False,False
JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,47.86,21.54,0.0,0.0,47.86,21.54,5.76,-5.13,439189317.73,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",237,,,,,False,False,False,False,False
JSWINFRA.NS,JSW Infrastructure Ltd.,Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,47.84,21.53,0.0,0.0,47.84,21.53,6.1,-5.69,574987731.57,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",238,,,,,False,False,False,False,False
HCC.NS,Hindustan Construction Company Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,47.8,21.51,0.0,0.0,47.8,21.51,8.16,-19.1,648924831.76,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",239,,,,,False,False,False,False,False
SUNDARMFIN.NS,Sundaram Finance Limited,Financial Services,Stage 1,watchlist,weekly_watchlist,watchlist,0.0,43.25,19.46,2.0,0.0,43.25,21.46,0.22,14.23,338768580.23,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",240,,,,,False,False,False,False,False
HNDFDS.NS,Hindustan Foods Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.31,36.16,16.44,5.0,0.31,36.16,21.44,4.79,-1.18,29878675.2,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",241,,,,,False,False,False,False,False
PVRINOX.NS,PVR INOX Limited,"Media, Entertainment & Publication",Stage 4,watchlist,weekly_watchlist,watchlist,9.32,36.15,21.39,0.0,9.32,36.15,21.39,6.45,-2.96,357910190.06,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",242,,,,,False,False,False,False,False
GLAND.NS,Gland Pharma Limited,Healthcare,Stage 1,watchlist,weekly_watchlist,watchlist,0.0,42.95,19.33,2.0,0.0,42.95,21.33,12.33,-0.85,154853986.21,"Stage 1, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",243,,,,,False,False,False,False,False
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,9.4,35.8,21.28,0.0,9.4,35.8,21.28,4.09,-29.41,7553864755.35,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",244,,,,,False,False,False,False,False
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,42.7,19.22,2.0,0.0,42.7,21.22,9.07,19.91,249506744.08,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",245,,,,,False,False,False,False,False
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,1.59,40.36,19.04,2.0,1.59,40.36,21.04,0.09,5.47,552146402.37,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",246,,,,,False,False,False,False,False
GRINFRA.NS,G R Infraprojects Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,8.78,35.8,20.94,0.0,8.78,35.8,20.94,2.0,-19.98,241205092.29,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",247,,,,,False,False,False,False,False
OIL.NS,Oil India Limited,"Oil, Gas & Consumable Fuels",Stage 3,watchlist,weekly_watchlist,watchlist,21.11,8.41,15.39,5.0,21.11,8.41,20.39,15.93,24.14,2707080418.97,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",248,,,,,False,False,False,False,False
HGS.NS,Hinduja Global Solutions Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,4.07,39.8,20.15,0.0,4.07,39.8,20.15,4.03,-9.85,14447918.38,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",249,,,,,False,False,False,False,False
GABRIEL.NS,Gabriel India Limited,Automobile and Auto Components,Stage 4,watchlist,weekly_watchlist,watchlist,2.71,36.9,18.1,2.0,2.71,36.9,20.1,13.35,-13.57,313183417.8,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",250,,,,,False,False,False,False,False
DELTACORP.NS,Delta Corp Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,1.12,43.23,20.07,0.0,1.12,43.23,20.07,25.7,8.58,372655130.99,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",251,,,,,False,False,False,False,False
JTLIND.NS,JTL INDUSTRIES LIMITED,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,5.14,15.88,9.97,10.0,5.14,15.88,19.97,5.43,13.41,540608601.69,"Stage 3, distribution_risk",252,,,,,False,False,False,False,False
AAVAS.NS,Aavas Financiers Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,2.0,0.0,39.8,19.91,5.35,-6.59,237884502.61,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",253,,,,,False,False,False,False,False
OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,2.0,0.0,39.8,19.91,9.8,-29.2,9285337770.43,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",254,,,,,False,False,False,False,False
PIIND.NS,PI Industries Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,2.0,0.0,39.8,19.91,0.98,-8.43,837331129.28,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",255,,,,,False,False,False,False,False
SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,2.0,0.0,39.8,19.91,7.96,-7.98,3187996057.09,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",256,,,,,False,False,False,False,False
SHARDAMOTR.NS,Sharda Motor Industries Limited,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,39.8,17.91,2.0,0.0,39.8,19.91,7.32,-13.37,59440704.02,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",257,,,,,False,False,False,False,False
NESCO.NS,Nesco Limited,Services,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,43.98,19.79,0.0,0.0,43.98,19.79,9.03,-7.2,61298650.63,"Stage 4, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",258,,,,,False,False,False,False,False
BDL.NS,Bharat Dynamics Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,8.46,11.3,9.74,10.0,8.46,11.3,19.74,0.28,-1.73,2264077964.93,"Stage 3, weekly_volume_dryup, distribution_risk",259,,,,,False,False,False,False,False
DMART.NS,Avenue Supermarts Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,43.42,19.54,0.0,0.0,43.42,19.54,25.55,10.6,4113996622.0,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",260,,,,,False,False,False,False,False
ITI.NS,ITI Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,8.55,10.75,9.54,10.0,8.55,10.75,19.54,7.62,-4.14,2281989077.71,"Stage 3, distribution_risk",261,,,,,False,False,False,False,False
FACT.NS,Fertilizers and Chemicals Travancore Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,17.94,16.56,17.32,2.0,17.94,16.56,19.32,16.91,8.72,749372048.55,"Stage 3, weekly_volume_dryup, distribution_risk",262,,,,,False,False,False,False,False
ABBOTINDIA.NS,Abbott India Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,1.94,35.8,17.18,2.0,1.94,35.8,19.18,-2.91,-9.23,322740820.25,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",263,,,,,False,False,False,False,False
WONDERLA.NS,Wonderla Holidays Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.61,41.31,18.93,0.0,0.61,41.31,18.93,7.19,-3.1,40221697.39,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",264,,,,,False,False,False,False,False
TIMKEN.NS,Timken India Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.88,18.16,8.66,10.0,0.88,18.16,18.66,25.9,27.67,197821943.48,"Stage 3, weekly_volume_dryup, distribution_risk",265,,,,,False,False,False,False,False
KIRLOSBROS.NS,Kirloskar Brothers Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,19.18,8.63,10.0,0.0,19.18,18.63,17.15,-8.05,195456242.57,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",266,,,,,False,False,False,False,False
BALAMINES.NS,Balaji Amines Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,36.9,16.61,2.0,0.0,36.9,18.61,2.68,-3.65,133200228.65,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",267,,,,,False,False,False,False,False
VSTIND.NS,VST Industries Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.19,12.82,13.57,5.0,14.19,12.82,18.57,16.83,9.34,295058275.11,"Stage 3, distribution_risk",268,,,,,False,False,False,False,False
