ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,rank_change,prev_score,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
ARVIND.NS,Arvind Limited,Textiles,Stage 2,watchlist,weekly_near_pivot,watchlist,63.6,72.76,67.72,10.0,63.6,72.76,77.72,37.61,31.96,131899486.14,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",1,,,,,False,False,False,True,True
ADANIPOWER.NS,Adani Power Limited,Power,Stage 2,watchlist,weekly_breakout,watchlist,62.5,66.9,64.48,10.0,62.5,66.9,74.48,57.9,34.56,10744920139.55,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",2,,,,,False,False,False,True,True
IMFA.NS,Indian Metals & Ferro Alloys Limited,Metals & Mining,Stage 2,watchlist,weekly_breakout,watchlist,60.59,65.0,62.57,10.0,60.59,65.0,72.57,43.12,47.86,296815266.48,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",3,,,,,False,False,False,True,True
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Metals & Mining,Stage 2,watchlist,weekly_breakout,watchlist,59.91,64.71,62.07,10.0,59.91,64.71,72.07,32.21,25.93,5164661043.48,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",4,,,,,False,False,False,True,True
INOXINDIA.NS,INOX India Ltd.,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,58.34,65.8,61.7,10.0,58.34,65.8,71.7,45.18,38.08,466330612.21,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",5,,,,,False,False,False,True,True
SYRMA.NS,Syrma SGS Technology Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,57.2,65.74,61.04,10.0,57.2,65.74,71.04,48.96,30.49,1409874939.33,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",6,,,,,False,False,False,True,True
GPIL.NS,Godawari Power And Ispat limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,58.77,63.57,60.93,10.0,58.77,63.57,70.93,23.21,23.49,946432205.38,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",7,,,,,False,False,False,True,True
BHEL.NS,Bharat Heavy Electricals Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,52.16,61.4,56.32,10.0,52.16,61.4,66.32,33.84,50.65,5417000210.6,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",8,,,,,False,False,False,True,True
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Stage 2,forming_vcp,weekly_breakout,watchlist,57.83,65.8,61.42,2.0,57.83,65.8,63.42,35.15,48.0,836016875.52,"Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",9,,,,,False,False,False,True,True
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Stage 2,watchlist,weekly_breakout,watchlist,58.53,63.33,60.69,2.0,58.53,63.33,62.69,22.14,22.16,1100866613.8,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",10,,,,,False,False,False,True,True
STAR.NS,Strides Pharma Science Limited,Healthcare,Stage 2,watchlist,weekly_breakout,watchlist,61.08,60.18,60.67,2.0,61.08,60.18,62.67,28.52,39.31,305771337.55,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",11,,,,,False,False,False,False,True
TORNTPOWER.NS,Torrent Power Limited,Power,Stage 2,watchlist,weekly_breakout,watchlist,40.35,66.51,52.12,10.0,40.35,66.51,62.12,36.75,39.31,1022220931.13,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",12,,,,,False,False,False,False,True
DYNAMATECH.NS,Dynamatic Technologies Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,40.47,65.8,51.87,10.0,40.47,65.8,61.87,39.77,53.52,273464284.52,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",13,,,,,False,False,False,False,True
SIEMENS.NS,Siemens Ltd.,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,41.01,64.38,51.53,10.0,41.01,64.38,61.53,36.4,29.42,2048037513.31,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",14,,,,,False,False,False,False,True
STLTECH.NS,Sterlite Technologies Limited,Telecommunication,Stage 2,watchlist,weekly_breakout,watchlist,36.86,66.9,50.38,10.0,36.86,66.9,60.38,206.5,144.29,1679308777.1,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",15,,,,,False,False,False,False,True
SARDAEN.NS,Sarda Energy & Minerals Limited,Metals & Mining,Stage 2,watchlist,weekly_breakout,watchlist,40.34,62.04,50.11,10.0,40.34,62.04,60.11,25.84,16.61,441781786.82,"Stage 2, weekly_vcp_ok, weekly_strong",16,,,,,False,False,False,False,True
TDPOWERSYS.NS,TD Power Systems Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,37.01,65.8,49.97,10.0,37.01,65.8,59.97,67.97,68.5,1263299667.05,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",17,,,,,False,False,False,False,True
CGPOWER.NS,CG Power and Industrial Solutions Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,36.92,64.22,49.2,10.0,36.92,64.22,59.2,47.83,16.34,2435588589.49,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",18,,,,,False,False,False,False,True
AETHER.NS,Aether Industries Limited,Chemicals,Stage 2,watchlist,weekly_near_pivot,watchlist,40.72,73.8,55.61,2.0,40.72,73.8,57.61,26.08,63.99,524645058.52,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",19,,,,,False,False,False,False,True
APARINDS.NS,Apar Industries Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,59.89,31.6,47.16,10.0,59.89,31.6,57.16,68.63,41.75,1528889377.47,"Stage 2, trend_template_ok, weekly_volume_dryup",20,,,,,False,False,False,False,True
NLCINDIA.NS,NLC India Ltd.,Power,Stage 2,watchlist,weekly_breakout,watchlist,34.61,62.04,46.95,10.0,34.61,62.04,56.95,22.99,19.41,1470509830.22,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",21,,,,,False,False,False,False,False
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 2,forming_vcp,weekly_watchlist,watchlist,62.14,37.6,51.1,5.0,62.14,37.6,56.1,32.66,54.47,2500476258.31,"Stage 2, trend_template_ok, daily_vcp_ok, weekly_volume_dryup",22,,,,,False,False,False,False,False
CCL.NS,CCL Products (India) Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,62.22,34.93,49.94,5.0,62.22,34.93,54.94,16.77,36.55,339229994.89,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",23,,,,,False,False,False,False,False
NATIONALUM.NS,National Aluminium Company Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,57.75,24.8,42.92,10.0,57.75,24.8,52.92,26.16,105.86,5283925064.98,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",24,,,,,False,False,False,False,False
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Stage 2,watchlist,weekly_near_pivot,watchlist,46.72,55.09,50.49,2.0,46.72,55.09,52.49,26.05,3.83,350934288.83,"Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",25,,,,,False,False,False,False,False
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,66.34,30.07,50.02,2.0,66.34,30.07,52.02,27.76,24.99,543718583.09,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",26,,,,,False,False,False,False,False
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,45.21,37.6,41.79,10.0,45.21,37.6,51.79,51.07,35.66,267213075.03,"Stage 2, weekly_volume_dryup",27,,,,,False,False,False,False,False
SUNTV.NS,Sun TV Network Limited,"Media, Entertainment & Publication",Stage 2,watchlist,weekly_near_pivot,watchlist,36.38,68.89,51.01,0.0,36.38,68.89,51.01,21.69,17.19,323077873.13,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",28,,,,,False,False,False,False,False
VEDL.NS,Vedanta Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,49.08,30.36,40.66,10.0,49.08,30.36,50.66,16.35,63.28,12094217268.9,"Stage 2, trend_template_ok",29,,,,,False,False,False,False,False
PRIVISCL.NS,Privi Speciality Chemicals Limited,Chemicals,Stage 2,watchlist,weekly_breakout,watchlist,36.55,63.22,48.55,2.0,36.55,63.22,50.55,29.78,24.41,359680467.39,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",30,,,,,False,False,False,False,False
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,Stage 2,watchlist,weekly_breakout,watchlist,23.64,59.06,39.58,10.0,23.64,59.06,49.58,16.31,40.27,6659286349.41,"Stage 2, weekly_vcp_ok, weekly_strong",31,,,,,False,False,False,False,False
IPCALAB.NS,IPCA Laboratories Limited,Healthcare,Stage 2,watchlist,weekly_near_pivot,watchlist,25.92,71.21,46.3,2.0,25.92,71.21,48.3,8.14,23.97,365518756.25,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",32,,,,,False,False,False,False,False
VTL.NS,Vardhman Textiles Limited,Textiles,Stage 2,watchlist,weekly_watchlist,watchlist,39.5,34.0,37.03,10.0,39.5,34.0,47.03,45.39,46.27,385505780.87,"Stage 2, trend_template_ok, weekly_volume_dryup",33,,,,,False,False,False,False,False
LUXIND.NS,Lux Industries Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,28.11,47.8,36.97,10.0,28.11,47.8,46.97,95.17,41.9,814601171.02,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",34,,,,,False,False,False,False,False
ADANIENSOL.NS,Adani Energy Solutions Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,26.38,47.8,36.02,10.0,26.38,47.8,46.02,55.37,49.12,3718442140.47,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",35,,,,,False,False,False,False,False
BEL.NS,Bharat Electronics Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,38.62,32.6,35.91,10.0,38.62,32.6,45.91,14.98,14.98,6748929718.19,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",36,,,,,False,False,False,False,False
GRAPHITE.NS,Graphite India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,39.94,30.76,35.81,10.0,39.94,30.76,45.81,20.57,39.08,1896415687.5,"Stage 2, trend_template_ok",37,,,,,False,False,False,False,False
USHAMART.NS,Usha Martin Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,23.09,49.89,35.15,10.0,23.09,49.89,45.15,7.92,1.94,131342351.8,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",38,,,,,False,False,False,False,False
THERMAX.NS,Thermax Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,25.0,47.54,35.14,10.0,25.0,47.54,45.14,43.71,33.7,949169741.43,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",39,,,,,False,False,False,False,False
HFCL.NS,HFCL Limited,Telecommunication,Stage 3,watchlist,weekly_watchlist,watchlist,24.15,47.8,34.79,10.0,24.15,47.8,44.79,53.49,35.06,2987019292.26,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",40,,,,,False,False,False,False,False
ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,Stage 3,watchlist,weekly_watchlist,watchlist,24.1,47.67,34.71,10.0,24.1,47.67,44.71,50.4,17.28,729180897.25,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",41,,,,,False,False,False,False,False
JINDALSTEL.NS,Jindal Steel & Power Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,37.19,31.44,34.6,10.0,37.19,31.44,44.6,24.36,30.02,2040338126.73,"Stage 2, trend_template_ok",42,,,,,False,False,False,False,False
TRIVENI.NS,Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,47.69,29.23,39.38,5.0,47.69,29.23,44.38,32.11,24.23,612983008.74,"Stage 2, volume_dryup, weekly_volume_dryup",43,,,,,False,False,False,False,False
DATAPATTNS.NS,Data Patterns (India) Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,42.12,24.8,34.33,10.0,42.12,24.8,44.33,71.86,52.84,4549302484.25,"Stage 2, trend_template_ok",44,,,,,False,False,False,False,False
PRAJIND.NS,Praj Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,24.05,46.58,34.19,10.0,24.05,46.58,44.19,41.28,26.51,1255368426.57,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",45,,,,,False,False,False,False,False
CUMMINSIND.NS,Cummins India Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,23.8,46.89,34.19,10.0,23.8,46.89,44.19,34.52,36.35,4554238025.5,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",46,,,,,False,False,False,False,False
ADANIGREEN.NS,Adani Green Energy Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,23.96,45.9,33.83,10.0,23.96,45.9,43.83,38.36,22.64,5771504110.64,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",47,,,,,False,False,False,False,False
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.72,50.8,33.71,10.0,19.72,50.8,43.71,21.37,8.61,80176142.15,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",48,,,,,False,False,False,False,False
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,22.07,47.8,33.65,10.0,22.07,47.8,43.65,88.24,42.48,167041190.61,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",49,,,,,False,False,False,False,False
TATASTEEL.NS,Tata Steel Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,37.53,28.15,33.31,10.0,37.53,28.15,43.31,17.55,27.99,6128762481.88,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",50,,,,,False,False,False,False,False
GALLANTT.NS,Gallantt Ispat Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.57,50.0,33.26,10.0,19.57,50.0,43.26,52.9,33.48,6823429770.44,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",51,,,,,False,False,False,False,False
BSE.NS,BSE Ltd.,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,55.85,23.34,41.22,2.0,55.85,23.34,43.22,32.52,44.84,15007588552.69,"Stage 2, trend_template_ok, weekly_volume_dryup",52,,,,,False,False,False,False,False
ABB.NS,ABB India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,38.0,27.2,33.14,10.0,38.0,27.2,43.14,61.22,51.15,3255568932.85,"Stage 2, trend_template_ok",53,,,,,False,False,False,False,False
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,21.82,46.78,33.05,10.0,21.82,46.78,43.05,29.14,48.67,617932580.82,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",54,,,,,False,False,False,False,False
GVT&D.NS,GE Vernova T&D India Ltd.,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,40.75,22.4,32.49,10.0,40.75,22.4,42.49,75.38,57.45,3457941361.98,"Stage 2, trend_template_ok",55,,,,,False,False,False,False,False
POWERINDIA.NS,Hitachi Energy India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,36.81,27.2,32.49,10.0,36.81,27.2,42.49,92.5,87.41,4347342745.75,"Stage 2, trend_template_ok",56,,,,,False,False,False,False,False
WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,23.09,43.89,32.45,10.0,23.09,43.89,42.45,38.83,2.11,5811328967.2,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",57,,,,,False,False,False,False,False
CARBORUNIV.NS,Carborundum Universal Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.88,47.36,32.25,10.0,19.88,47.36,42.25,22.98,9.26,229309501.98,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",58,,,,,False,False,False,False,False
GRANULES.NS,Granules India Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,56.93,19.52,40.1,2.0,56.93,19.52,42.1,25.2,26.02,787586251.64,"Stage 2, trend_template_ok",59,,,,,False,False,False,False,False
NHPC.NS,NHPC Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,18.33,48.91,32.09,10.0,18.33,48.91,42.09,9.94,1.13,1314495774.49,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",60,,,,,False,False,False,False,False
CIEINDIA.NS,CIE Automotive India Limited,Automobile and Auto Components,Stage 2,watchlist,weekly_forming,watchlist,21.83,61.88,39.85,2.0,21.83,61.88,41.85,23.7,17.08,217552969.4,"Stage 2, weekly_vcp_ok, weekly_strong",61,,,,,False,False,False,False,False
ANURAS.NS,Anupam Rasayan India Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,48.74,27.56,39.21,2.0,48.74,27.56,41.21,8.17,31.47,275233449.53,"Stage 2, weekly_volume_dryup",62,,,,,False,False,False,False,False
SAIL.NS,Steel Authority of India Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,38.45,22.2,31.14,10.0,38.45,22.2,41.14,23.39,42.64,4366509294.48,"Stage 2, trend_template_ok",63,,,,,False,False,False,False,False
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,36.5,23.6,30.7,10.0,36.5,23.6,40.7,48.05,88.58,655951214.31,"Stage 2, trend_template_ok, weekly_volume_dryup",64,,,,,False,False,False,False,False
ELECON.NS,Elecon Engineering Company Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,19.8,43.65,30.53,10.0,19.8,43.65,40.53,38.29,0.23,531761073.19,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",65,,,,,False,False,False,False,False
NMDC.NS,NMDC Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,19.62,43.17,30.22,10.0,19.62,43.17,40.22,16.06,25.62,2281865719.3,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",66,,,,,False,False,False,False,False
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.51,49.21,30.12,10.0,14.51,49.21,40.12,31.56,-28.47,1796236977.65,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",67,,,,,False,False,False,False,False
GENUSPOWER.NS,Genus Power Infrastructures Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,13.66,49.23,29.67,10.0,13.66,49.23,39.67,12.07,2.26,191523101.37,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",68,,,,,False,False,False,False,False
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Durables,Stage 2,watchlist,weekly_watchlist,watchlist,43.56,34.0,39.26,0.0,43.56,34.0,39.26,7.66,98.57,496369334.67,"Stage 2, trend_template_ok",69,,,,,False,False,False,False,False
RTNPOWER.NS,RattanIndia Power Limited,Power,Stage 4,watchlist,weekly_watchlist,watchlist,14.96,46.63,29.21,10.0,14.96,46.63,39.21,21.95,-4.63,251966827.0,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",70,,,,,False,False,False,False,False
GOKEX.NS,Gokaldas Exports Limited,Textiles,Stage 3,watchlist,weekly_watchlist,watchlist,18.51,42.11,29.13,10.0,18.51,42.11,39.13,28.47,-5.42,439905990.85,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",71,,,,,False,False,False,False,False
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,Financial Services,Stage 2,watchlist,weekly_forming,watchlist,17.58,60.62,36.95,2.0,17.58,60.62,38.95,2.62,25.61,868943384.73,"Stage 2, weekly_vcp_ok, weekly_strong",72,,,,,False,False,False,False,False
JKPAPER.NS,JK Paper Limited,Forest Materials,Stage 1,watchlist,weekly_watchlist,watchlist,19.21,51.74,33.85,5.0,19.21,51.74,38.85,18.8,0.62,110597649.01,"Stage 1, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",73,,,,,False,False,False,False,False
MOTHERSON.NS,Samvardhana Motherson International Limited,Automobile and Auto Components,Stage 2,watchlist,weekly_watchlist,watchlist,41.65,30.65,36.7,2.0,41.65,30.65,38.7,19.13,27.41,3167353453.06,"Stage 2, trend_template_ok",74,,,,,False,False,False,False,False
LLOYDSME.NS,Lloyds Metals And Energy Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,24.1,34.1,28.6,10.0,24.1,34.1,38.6,46.31,33.81,1138518827.92,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, distribution_risk",75,,,,,False,False,False,False,False
SHILPAMED.NS,Shilpa Medicare Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,26.88,47.67,36.24,2.0,26.88,47.67,38.24,53.05,25.63,413726771.65,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",76,,,,,False,False,False,False,False
POLYCAB.NS,Polycab India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,34.49,20.54,28.21,10.0,34.49,20.54,38.21,12.87,12.56,3743952723.68,"Stage 2, trend_template_ok, weekly_volume_dryup",77,,,,,False,False,False,False,False
COALINDIA.NS,Coal India Limited,"Oil, Gas & Consumable Fuels",Stage 2,watchlist,weekly_watchlist,watchlist,36.86,27.38,32.59,5.0,36.86,27.38,37.59,11.67,26.14,5813172682.46,Stage 2,78,,,,,False,False,False,False,False
JSWENERGY.NS,JSW Energy Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,14.85,42.83,27.44,10.0,14.85,42.83,37.44,20.95,9.33,2262547108.63,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",79,,,,,False,False,False,False,False
MAHABANK.NS,Bank of Maharashtra,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,37.38,32.6,35.23,2.0,37.38,32.6,37.23,23.07,42.95,2080028022.43,"Stage 2, trend_template_ok",80,,,,,False,False,False,False,False
HBLENGINE.NS,HBL Engineering Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,15.11,41.56,27.01,10.0,15.11,41.56,37.01,12.94,-6.31,1333732803.29,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",81,,,,,False,False,False,False,False
PAISALO.NS,Paisalo Digital Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,24.72,46.8,34.66,2.0,24.72,46.8,36.66,38.87,20.11,514993346.0,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",82,,,,,False,False,False,False,False
SKIPPER.NS,Skipper Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.91,40.86,26.59,10.0,14.91,40.86,36.59,32.14,-1.56,298948061.01,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",83,,,,,False,False,False,False,False
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,21.32,50.79,34.58,2.0,21.32,50.79,36.58,14.75,4.13,3305781617.18,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",84,,,,,False,False,False,False,False
SJVN.NS,SJVN Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,13.79,41.67,26.34,10.0,13.79,41.67,36.34,13.14,-5.43,495043497.04,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",85,,,,,False,False,False,False,False
NOCIL.NS,NOCIL Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,25.5,44.81,34.19,2.0,25.5,44.81,36.19,43.3,6.8,1777970351.04,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",86,,,,,False,False,False,False,False
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,42.11,24.37,34.13,2.0,42.11,24.37,36.13,28.46,35.27,2394114893.81,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",87,,,,,False,False,False,False,False
HONASA.NS,Honasa Consumer Ltd.,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,37.15,23.65,31.08,5.0,37.15,23.65,36.08,27.5,28.95,424699878.06,"Stage 2, trend_template_ok",88,,,,,False,False,False,False,False
TI.NS,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.97,50.2,30.82,5.0,14.97,50.2,35.82,19.24,4.75,315385772.13,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",89,,,,,False,False,False,False,False
JAICORPLTD.NS,Jai Corp Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.28,39.8,25.76,10.0,14.28,39.8,35.76,4.4,-20.19,98374612.13,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",90,,,,,False,False,False,False,False
MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,37.48,29.16,33.74,2.0,37.48,29.16,35.74,20.44,55.14,9926353182.52,"Stage 2, trend_template_ok, weekly_volume_dryup",91,,,,,False,False,False,False,False
BAJAJCON.NS,Bajaj Consumer Care Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,36.5,23.6,30.7,5.0,36.5,23.6,35.7,73.28,77.83,979266133.15,"Stage 2, trend_template_ok",92,,,,,False,False,False,False,False
J&KBANK.NS,The Jammu & Kashmir Bank Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,38.09,28.17,33.63,2.0,38.09,28.17,35.63,29.93,27.73,626419567.91,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",93,,,,,False,False,False,False,False
RENUKA.NS,Shree Renuka Sugars Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,20.85,42.55,30.62,5.0,20.85,42.55,35.62,23.1,4.42,375594308.81,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",94,,,,,False,False,False,False,False
