ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
IOC.NS,Indian Oil Corporation Ltd.,"Oil, Gas & Consumable Fuels",Stage 4,watchlist,weekly_watchlist,watchlist,7.95,4.0,6.17,2.0,7.95,4.0,8.17,-16.59,-1.64,2330791796.62,"Stage 4, weekly_volume_dryup, downtrend",583,555,Stage 4,watchlist,weekly_watchlist,10.34,-28,-2.17,False,False,False,False,False
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,10.72,4.82,0.0,0.0,10.72,4.82,24.53,2.63,831844852.43,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",655,626,Stage 3,watchlist,weekly_watchlist,6.96,-29,-2.1399999999999997,False,False,False,False,False
LUPIN.NS,Lupin Limited,Healthcare,Stage 1,watchlist,weekly_watchlist,watchlist,19.7,2.19,11.82,10.0,19.7,2.19,21.82,6.75,19.16,3715223514.36,"Stage 1, stage1_not_actionable, stage1_needs_more_base",323,294,Stage 3,watchlist,weekly_watchlist,24.12,-29,-2.3000000000000007,False,False,False,False,False
IPCALAB.NS,IPCA Laboratories Limited,Healthcare,Stage 1,watchlist,weekly_watchlist,watchlist,19.39,40.29,28.8,10.0,19.39,40.29,38.8,5.9,15.71,532439007.01,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",127,98,Stage 3,watchlist,weekly_watchlist,44.61,-29,-5.810000000000002,False,False,False,False,False
JUBLINGREA.NS,Jubilant Ingrevia Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,14.44,6.14,10.71,5.0,14.44,6.14,15.71,15.58,-2.21,193549596.84,"Stage 3, weekly_volume_dryup, distribution_risk",430,400,Stage 3,watchlist,weekly_watchlist,17.76,-30,-2.0500000000000007,False,False,False,False,False
FUSION.NS,Fusion Micro Finance Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,1.1,0.5,0.0,0.0,1.1,0.5,-2.26,13.22,131591644.48,"Stage 3, weekly_volume_dryup, distribution_risk",735,705,Stage 3,watchlist,weekly_watchlist,2.95,-30,-2.45,False,False,False,False,False
MIDHANI.NS,Mishra Dhatu Nigam Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,16.61,63.54,37.73,10.0,16.61,63.54,47.73,23.81,33.62,576738697.69,"Stage 2, weekly_vcp_ok, weekly_strong",75,45,Stage 2,watchlist,weekly_breakout,57.83,-30,-10.100000000000001,False,False,False,False,False
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,2.4,1.08,0.0,0.0,2.4,1.08,-3.45,0.09,23345203688.63,"Stage 3, weekly_volume_dryup, distribution_risk",733,702,Stage 3,watchlist,weekly_watchlist,3.14,-31,-2.06,False,False,False,False,False
JUBLFOOD.NS,Jubilant Foodworks Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,8.67,0.0,4.77,0.0,8.67,0.0,4.77,-9.88,-20.23,2170397525.44,"Stage 4, downtrend",656,625,Stage 4,watchlist,weekly_watchlist,6.99,-31,-2.2200000000000006,False,False,False,False,False
INOXWIND.NS,Inox Wind Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,15.18,4.0,10.15,10.0,15.18,4.0,20.15,-3.21,-27.54,1378403333.0,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",351,320,Stage 3,watchlist,weekly_watchlist,22.47,-31,-2.3200000000000003,False,False,False,False,False
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,5.95,5.81,5.89,0.0,5.95,5.81,5.89,7.23,2.82,24398078.12,"Stage 3, weekly_volume_dryup, distribution_risk",629,598,Stage 3,watchlist,weekly_watchlist,8.3,-31,-2.410000000000001,False,False,False,False,False
IOB.NS,Indian Overseas Bank,Financial Services,Stage 4,watchlist,weekly_watchlist,watchlist,13.1,0.0,7.21,0.0,13.1,0.0,7.21,-2.41,-6.06,100056735.8,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",601,570,Stage 4,watchlist,weekly_watchlist,9.7,-31,-2.4899999999999993,False,False,False,False,False
STAR.NS,Strides Pharma Science Limited,Healthcare,Stage 2,watchlist,weekly_forming,watchlist,35.62,59.98,46.58,10.0,35.62,59.98,56.58,34.72,31.08,475412581.45,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",42,11,Stage 2,watchlist,weekly_forming,69.29,-31,-12.710000000000008,False,False,False,False,False
BPCL.NS,Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 4,watchlist,weekly_watchlist,watchlist,9.16,7.6,8.46,2.0,9.16,7.6,10.46,-15.06,-6.38,3349103848.98,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",539,507,Stage 4,watchlist,weekly_watchlist,12.15,-32,-1.6899999999999995,False,False,False,False,False
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,3.6,1.62,0.0,0.0,3.6,1.62,-13.95,-5.72,786230500.16,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",725,693,Stage 3,watchlist,weekly_watchlist,3.62,-32,-2.0,False,False,False,False,False
GODREJCP.NS,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,10.79,0.0,5.93,2.0,10.79,0.0,7.93,-10.02,-1.84,2288342350.93,"Stage 3, distribution_risk",590,558,Stage 3,watchlist,weekly_watchlist,10.26,-32,-2.33,False,False,False,False,False
TECHNOE.NS,Techno Electric & Engineering Company Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,13.23,39.8,25.19,0.0,13.23,39.8,25.19,-1.11,-1.44,726521387.49,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",282,250,Stage 3,watchlist,weekly_watchlist,27.66,-32,-2.469999999999999,False,False,False,False,False
PHOENIXLTD.NS,The Phoenix Mills Limited,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,22.67,10.54,17.21,0.0,22.67,10.54,17.21,11.29,14.09,748038992.03,"Stage 3, weekly_volume_dryup, distribution_risk",399,367,Stage 3,watchlist,weekly_watchlist,19.7,-32,-2.4899999999999984,False,False,False,False,False
CIPLA.NS,Cipla Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,13.74,17.15,15.27,10.0,13.74,17.15,25.27,10.4,1.08,3064356040.09,"Stage 3, distribution_risk",280,248,Stage 3,watchlist,weekly_watchlist,28.02,-32,-2.75,False,False,False,False,False
UNIONBANK.NS,Union Bank of India,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,0.4,0.18,0.0,0.0,0.4,0.18,-11.32,15.28,2095090435.45,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",736,704,Stage 3,watchlist,weekly_watchlist,3.07,-32,-2.8899999999999997,False,False,False,False,False
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,22.36,25.83,23.92,10.0,22.36,25.83,33.92,33.35,32.96,501663974.78,Stage 2,171,139,Stage 2,watchlist,weekly_watchlist,38.63,-32,-4.710000000000001,False,False,False,False,False
KARURVYSYA.NS,Karur Vysya Bank Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,18.25,0.5,10.26,0.0,18.25,0.5,10.26,-6.82,23.84,925121789.34,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",543,510,Stage 3,watchlist,weekly_watchlist,11.85,-33,-1.5899999999999999,False,False,False,False,False
JINDALSTEL.NS,Jindal Steel & Power Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,19.88,11.01,15.89,10.0,19.88,11.01,25.89,3.97,26.13,1383530128.45,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",270,237,Stage 3,watchlist,weekly_watchlist,28.5,-33,-2.6099999999999994,False,False,False,False,False
UPL.NS,UPL Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,13.57,9.78,11.86,5.0,13.57,9.78,16.86,11.07,-5.24,1565975150.14,"Stage 3, distribution_risk",402,369,Stage 3,watchlist,weekly_watchlist,19.61,-33,-2.75,False,False,False,False,False
BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.2,10.2,13.5,0.0,16.2,10.2,13.5,4.01,-10.29,326782517.59,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",473,439,Stage 3,watchlist,weekly_watchlist,15.5,-34,-2.0,False,False,False,False,False
PTCIL.NS,PTC Industries Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,2.51,4.78,3.53,10.0,2.51,4.78,13.53,10.48,13.36,450464729.4,"Stage 3, distribution_risk",471,437,Stage 1,watchlist,weekly_watchlist,15.58,-34,-2.0500000000000007,False,False,False,False,False
NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.24,14.41,6.62,0.0,0.24,14.41,6.62,18.58,21.54,396140919.3,"Stage 3, volume_dryup, distribution_risk",614,580,Stage 3,watchlist,weekly_watchlist,9.05,-34,-2.4300000000000006,False,False,False,False,False
CLEAN.NS,Clean Science and Technology Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,14.61,9.31,12.23,5.0,14.61,9.31,17.23,17.34,-4.21,309198622.35,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",398,364,Stage 3,watchlist,weekly_watchlist,19.88,-34,-2.6499999999999986,False,False,False,False,False
IMFA.NS,Indian Metals & Ferro Alloys Limited,Metals & Mining,Stage 2,watchlist,weekly_forming,watchlist,34.78,61.22,46.68,10.0,34.78,61.22,56.68,19.04,23.13,378510398.28,"Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",41,7,Stage 2,watchlist,weekly_forming,71.22,-34,-14.54,False,False,False,False,False
INDIANB.NS,Indian Bank,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.3,3.44,3136778780.86,"Stage 3, distribution_risk",744,709,Stage 3,watchlist,weekly_watchlist,2.55,-35,-2.55,False,False,False,False,False
SWIGGY.NS,Swiggy Ltd.,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,9.1,35.8,21.11,0.0,9.1,35.8,21.11,-10.72,-26.43,2892930137.81,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",334,299,Stage 4,watchlist,weekly_watchlist,23.87,-35,-2.7600000000000016,False,False,False,False,False
BANCOINDIA.NS,Banco Products (I) Limited,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,49.67,22.35,2.0,0.0,49.67,24.35,11.79,6.9,168600559.69,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",291,256,Stage 3,watchlist,weekly_watchlist,27.22,-35,-2.8699999999999974,False,False,False,False,False
GICRE.NS,General Insurance Corporation of India,Financial Services,Stage 1,watchlist,weekly_watchlist,watchlist,15.12,2.02,9.23,0.0,15.12,2.02,9.23,4.62,7.56,136632634.98,"Stage 1, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",563,527,Stage 1,watchlist,weekly_watchlist,11.34,-36,-2.1099999999999994,False,False,False,False,False
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,14.0,39.8,25.61,0.0,14.0,39.8,25.61,9.62,-9.63,80477276.23,"Stage 3, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, distribution_risk",275,239,Stage 3,watchlist,weekly_watchlist,28.29,-36,-2.6799999999999997,False,False,False,False,False
THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Durables,Stage 2,watchlist,weekly_watchlist,watchlist,38.45,30.8,35.01,0.0,38.45,30.8,35.01,17.63,42.38,686449467.54,"Stage 2, trend_template_ok",161,125,Stage 2,watchlist,weekly_watchlist,40.4,-36,-5.390000000000001,False,False,False,False,False
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,17.6,7.92,0.0,0.0,17.6,7.92,6.46,9.59,1714530208.0,"Stage 3, weekly_volume_dryup, distribution_risk",591,554,Stage 3,watchlist,weekly_watchlist,10.43,-37,-2.51,False,False,False,False,False
JSL.NS,Jindal Stainless Limited,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,10.57,8.0,9.41,10.0,10.57,8.0,19.41,-5.96,0.13,462877131.31,"Stage 3, weekly_volume_dryup, distribution_risk",365,328,Stage 3,watchlist,weekly_watchlist,22.16,-37,-2.75,False,False,False,False,False
SANGHVIMOV.NS,Sanghvi Movers Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,11.61,15.33,13.28,10.0,11.61,15.33,23.28,39.46,11.81,276590430.8,"Stage 3, distribution_risk",307,270,Stage 3,watchlist,weekly_watchlist,26.47,-37,-3.1899999999999977,False,False,False,False,False
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,4.26,42.26,21.36,0.0,4.26,42.26,21.36,12.18,12.46,1383703914.39,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",331,293,Stage 3,watchlist,weekly_watchlist,24.15,-38,-2.789999999999999,False,False,False,False,False
GODREJPROP.NS,Godrej Properties Limited,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,16.42,39.8,26.94,0.0,16.42,39.8,26.94,3.38,-9.0,1670253310.69,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",250,212,Stage 3,watchlist,weekly_watchlist,29.79,-38,-2.849999999999998,False,False,False,False,False
ASAHIINDIA.NS,Asahi India Glass Limited,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,16.35,11.75,14.28,2.0,16.35,11.75,16.28,3.77,-2.31,123182703.34,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",412,374,Stage 3,watchlist,weekly_watchlist,19.38,-38,-3.099999999999998,False,False,False,False,False
POLYMED.NS,Poly Medicure Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,11.2,8.0,9.76,10.0,11.2,8.0,19.76,14.01,-22.27,282259208.23,"Stage 3, distribution_risk",358,319,Stage 3,watchlist,weekly_watchlist,22.51,-39,-2.75,False,False,False,False,False
PNC.NS,Pritish Nandy Communications Limited,"Media, Entertainment & Publication",Stage 4,watchlist,weekly_watchlist,watchlist,0.2,6.2,2.9,0.0,0.2,6.2,2.9,-15.3,-19.28,140983.65,"Stage 4, weekly_volume_dryup, downtrend",690,651,Stage 4,watchlist,weekly_watchlist,5.65,-39,-2.7500000000000004,False,False,False,False,False
EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,10.95,1.2,6.56,0.0,10.95,1.2,6.56,-9.83,7.96,235172577.87,"Stage 3, distribution_risk",616,577,Stage 3,watchlist,weekly_watchlist,9.33,-39,-2.7700000000000005,False,False,False,False,False
GESHIP.NS,The Great Eastern Shipping Company Limited,Services,Stage 2,watchlist,weekly_watchlist,watchlist,13.28,24.37,18.27,2.0,13.28,24.37,20.27,17.77,45.88,4246449310.08,Stage 2,348,309,Stage 2,watchlist,weekly_watchlist,23.1,-39,-2.830000000000002,False,False,False,False,False
IRB.NS,IRB Infrastructure Developers Limited,Construction,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,0.16,0.07,0.0,0.0,0.16,0.07,13.79,11.86,837101947.66,"Stage 3, distribution_risk",738,699,Stage 3,watchlist,weekly_watchlist,3.51,-39,-3.44,False,False,False,False,False
APLAPOLLO.NS,APL Apollo Tubes Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,8.18,0.0,4.5,10.0,8.18,0.0,14.5,-11.8,13.13,1550924930.52,"Stage 4, weekly_volume_dryup, downtrend",451,411,Stage 4,watchlist,weekly_watchlist,16.95,-40,-2.4499999999999993,False,False,False,False,False
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Stage 4,watchlist,weekly_watchlist,watchlist,6.62,0.0,3.64,10.0,6.62,0.0,13.64,-8.86,-1.52,256330422.08,"Stage 4, downtrend",465,425,Stage 4,watchlist,weekly_watchlist,16.36,-40,-2.719999999999999,False,False,False,False,False
GALAXYSURF.NS,Galaxy Surfactants Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,2.07,0.0,1.14,5.0,2.07,0.0,6.14,-1.02,-2.9,16407096.81,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",624,584,Stage 3,watchlist,weekly_watchlist,8.88,-40,-2.740000000000001,False,False,False,False,False
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,12.45,41.68,25.6,0.0,12.45,41.68,25.6,10.89,7.88,276785820.19,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",276,236,Stage 3,watchlist,weekly_watchlist,28.52,-40,-2.919999999999998,False,False,False,False,False
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,18.29,20.87,19.45,0.0,18.29,20.87,19.45,21.95,18.74,274918949.37,"Stage 2, weekly_volume_dryup",363,323,Stage 2,watchlist,weekly_watchlist,22.4,-40,-2.9499999999999993,False,False,False,False,False
RAMKY.NS,Ramky Infrastructure Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,0.0,0.0,35.8,16.11,2.69,-16.06,32462784.92,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",417,377,Stage 4,watchlist,weekly_watchlist,19.07,-40,-2.960000000000001,False,False,False,False,False
TITAN.NS,Titan Company Limited,Consumer Durables,Stage 1,watchlist,weekly_watchlist,watchlist,13.8,4.63,9.67,0.0,13.8,4.63,9.67,1.09,13.18,6406083385.14,"Stage 1, volume_dryup, stage1_not_actionable, stage1_needs_more_base",556,515,Stage 1,watchlist,weekly_watchlist,11.74,-41,-2.0700000000000003,False,False,False,False,False
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,1.79,11.58,6.2,0.0,1.79,11.58,6.2,15.54,20.26,98748979.93,"Stage 3, distribution_risk",623,582,Stage 3,watchlist,weekly_watchlist,8.97,-41,-2.7700000000000005,False,False,False,False,False
SUBROS.NS,Subros Limited,Automobile and Auto Components,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-3.12,-5.24,37503155.21,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",714,673,Stage 4,watchlist,weekly_watchlist,5.0,-41,-3.0,False,False,False,False,False
APOLLOTYRE.NS,Apollo Tyres Limited,Automobile and Auto Components,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,2.0,0.9,2.0,0.0,2.0,2.9,-8.79,-15.67,858395811.91,"Stage 4, downtrend",691,650,Stage 4,watchlist,weekly_watchlist,5.9,-41,-3.0000000000000004,False,False,False,False,False
PATELENG.NS,Patel Engineering Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,12.2,35.8,22.82,0.0,12.2,35.8,22.82,1.32,-18.53,105508015.88,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",309,268,Stage 3,watchlist,weekly_watchlist,26.56,-41,-3.7399999999999984,False,False,False,False,False
INDUSINDBK.NS,IndusInd Bank Ltd.,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,22.85,15.65,19.61,0.0,22.85,15.65,19.61,1.45,15.02,1580880715.68,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",360,318,Stage 3,watchlist,weekly_watchlist,22.56,-42,-2.9499999999999993,False,False,False,False,False
JSWENERGY.NS,JSW Energy Limited,Power,Stage 2,watchlist,weekly_watchlist,watchlist,17.95,27.85,22.41,10.0,17.95,27.85,32.41,25.04,29.49,2476173530.71,Stage 2,188,146,Stage 3,watchlist,weekly_watchlist,37.43,-42,-5.020000000000003,False,False,True,False,False
VINATIORGA.NS,Vinati Organics Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,9.82,2.0,6.3,5.0,9.82,2.0,11.3,-4.91,-7.57,109439477.22,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",523,480,Stage 4,watchlist,weekly_watchlist,13.37,-43,-2.0699999999999985,False,False,False,False,False
ONGC.NS,Oil & Natural Gas Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 1,watchlist,weekly_watchlist,watchlist,2.69,0.72,1.8,2.0,2.69,0.72,3.8,2.39,20.8,5300746140.62,"Stage 1, stage1_not_actionable, stage1_needs_more_base",675,632,Stage 1,watchlist,weekly_watchlist,6.65,-43,-2.8500000000000005,False,False,False,False,False
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,2.0,0.0,8.0,5.6,-14.23,-10.57,58798024.01,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",635,592,Stage 3,watchlist,weekly_watchlist,8.6,-43,-3.0,False,False,False,False,False
TVSHLTD.NS,TVS Holdings Limited,Automobile and Auto Components,Stage 1,watchlist,weekly_watchlist,watchlist,5.77,43.39,22.7,2.0,5.77,43.39,24.7,2.19,2.75,49388683.0,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",286,242,Stage 1,watchlist,weekly_watchlist,28.17,-44,-3.4700000000000024,False,False,False,False,False
MPHASIS.NS,MphasiS Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,14.21,8.28,11.54,0.0,14.21,8.28,11.54,10.37,-7.56,1149432263.35,"Stage 3, weekly_volume_dryup, distribution_risk",516,471,Stage 3,watchlist,weekly_watchlist,13.79,-45,-2.25,False,False,False,False,False
IEX.NS,Indian Energy Exchange Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,18.93,8.93,14.43,0.0,18.93,8.93,14.43,7.92,1.41,613254323.56,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",452,407,Stage 3,watchlist,weekly_watchlist,17.13,-45,-2.6999999999999993,False,False,False,False,False
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,8.2,4.0,6.31,2.0,8.2,4.0,8.31,-9.44,-15.21,129266586.05,"Stage 4, weekly_volume_dryup, downtrend",580,535,Stage 4,watchlist,weekly_watchlist,11.09,-45,-2.7799999999999994,False,False,False,False,False
MSUMI.NS,Motherson Sumi Wiring India Limited,Automobile and Auto Components,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,3.2,1.44,2.0,0.0,3.2,3.44,-4.23,-8.7,280394578.16,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",685,640,Stage 4,watchlist,weekly_watchlist,6.44,-45,-3.0000000000000004,False,False,False,False,False
PIDILITIND.NS,Pidilite Industries Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,16.99,10.54,14.09,5.0,16.99,10.54,19.09,5.33,8.09,1865633750.06,"Stage 3, weekly_volume_dryup, distribution_risk",370,325,Stage 3,watchlist,weekly_watchlist,22.28,-45,-3.1900000000000013,False,False,False,False,False
RTNPOWER.NS,RattanIndia Power Limited,Power,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,43.57,19.61,10.0,0.0,43.57,29.61,22.63,4.08,168589598.93,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",222,177,Stage 3,watchlist,weekly_watchlist,33.61,-45,-4.0,False,False,False,False,False
ICIL.NS,Indo Count Industries Limited,Textiles,Stage 2,watchlist,weekly_watchlist,watchlist,29.82,25.3,27.79,5.0,29.82,25.3,32.79,31.94,17.06,239643250.86,Stage 2,186,141,Stage 2,watchlist,weekly_watchlist,37.88,-45,-5.090000000000003,False,False,False,False,False
DYNAMATECH.NS,Dynamatic Technologies Limited,Capital Goods,Stage 2,watchlist,weekly_forming,watchlist,13.57,61.74,35.25,10.0,13.57,61.74,45.25,13.37,26.01,352651082.6,"Stage 2, weekly_vcp_ok, weekly_strong",86,41,Stage 2,watchlist,weekly_forming,58.8,-45,-13.549999999999997,False,False,False,False,False
SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,Stage 1,watchlist,weekly_watchlist,watchlist,19.61,16.67,18.29,0.0,19.61,16.67,18.29,6.43,12.32,605558079.94,"Stage 1, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",381,335,Stage 1,watchlist,weekly_watchlist,21.54,-46,-3.25,False,False,False,False,False
DLF.NS,DLF Limited,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,13.34,10.4,12.02,0.0,13.34,10.4,12.02,3.0,-10.11,2166598305.43,"Stage 3, weekly_volume_dryup, distribution_risk",503,456,Stage 3,watchlist,weekly_watchlist,14.5,-47,-2.4800000000000004,False,False,False,False,False
PAYTM.NS,One 97 Communications Limited,Financial Services,Stage 3,watchlist,weekly_watchlist,watchlist,16.49,8.02,12.68,0.0,16.49,8.02,12.68,5.56,-5.39,3031384947.82,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",488,441,Stage 3,watchlist,weekly_watchlist,15.4,-47,-2.7200000000000006,False,False,False,False,False
OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components,Stage 3,watchlist,weekly_watchlist,watchlist,20.55,47.97,32.89,2.0,20.55,47.97,34.89,65.33,5.36,3377219194.34,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",164,117,Stage 3,watchlist,weekly_watchlist,41.12,-47,-6.229999999999997,False,False,False,False,False
SHREECEM.NS,SHREE CEMENT LIMITED,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,16.07,15.63,15.87,0.0,16.07,15.63,15.87,1.31,2.97,586388493.25,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",426,378,Stage 3,watchlist,weekly_watchlist,19.02,-48,-3.1500000000000004,False,False,False,False,False
SUZLON.NS,Suzlon Energy Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,14.63,8.48,11.86,10.0,14.63,8.48,21.86,32.67,8.11,5289746910.07,"Stage 3, distribution_risk",322,274,Stage 3,watchlist,weekly_watchlist,26.17,-48,-4.310000000000002,False,False,False,False,False
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Stage 2,watchlist,weekly_forming,watchlist,21.23,63.48,40.24,10.0,21.23,63.48,50.24,11.65,23.16,1902988830.95,"Stage 2, weekly_vcp_ok, weekly_strong",68,20,Stage 2,watchlist,weekly_near_pivot,64.53,-48,-14.29,False,False,False,False,False
