ticker,Company Name,Industry,stage,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
SURYAROSNI.NS,Surya Roshni Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,4.9,2.21,10.0,0.0,4.9,12.21,19.69,5.33,447722808.42,"Stage 3, distribution_risk",500,516,Stage 3,watchlist,weekly_watchlist,11.65,16,0.5600000000000005,False,False,False,False,False
HCG.NS,Healthcare Global Enterprises Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,12.71,10.14,11.55,10.0,12.71,10.14,21.55,21.18,0.18,132452301.7,"Stage 3, distribution_risk",328,344,Stage 3,watchlist,weekly_watchlist,21.03,16,0.5199999999999996,False,False,False,False,False
BLS.NS,BLS International Services Ltd.,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,11.11,6.2,8.9,0.0,11.11,6.2,8.9,1.82,-7.95,724694560.06,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",569,585,Stage 4,watchlist,weekly_watchlist,8.79,16,0.11000000000000121,False,False,False,False,False
HEIDELBERG.NS,HeidelbergCement India Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,4.2,11.6,7.53,0.0,4.2,11.6,7.53,2.95,-5.46,19110345.56,"Stage 3, distribution_risk",596,612,Stage 3,watchlist,weekly_watchlist,7.53,16,0.0,False,False,False,False,False
KKCL.NS,Kewal Kiran Clothing Limited,Textiles,Stage 4,watchlist,weekly_watchlist,watchlist,3.95,0.0,2.17,5.0,3.95,0.0,7.17,-5.86,-3.04,13662483.28,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",603,619,Stage 4,watchlist,weekly_watchlist,7.17,16,0.0,False,False,False,False,False
UBL.NS,United Breweries Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,4.0,1.8,2.0,0.0,4.0,3.8,-10.96,-14.43,403001850.09,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",676,692,Stage 4,watchlist,weekly_watchlist,3.8,16,0.0,False,False,False,False,False
ITDC.NS,India Tourism Development Corporation Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,9.3,3.62,6.74,0.0,9.3,3.62,6.74,8.78,3.43,34248177.89,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",608,624,Stage 3,watchlist,weekly_watchlist,7.02,16,-0.27999999999999936,False,False,False,False,False
SHARDACROP.NS,Sharda Cropchem Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,2.79,1.26,5.0,0.0,2.79,6.26,-15.72,19.65,781597309.73,"Stage 3, volume_dryup, distribution_risk",622,638,Stage 3,watchlist,weekly_watchlist,6.54,16,-0.28000000000000025,False,False,False,False,False
IFCI.NS,IFCI Limited,Financial Services,Stage 2,watchlist,weekly_watchlist,watchlist,63.72,34.46,50.55,0.0,63.72,34.46,50.55,19.73,40.88,1951031572.19,"Stage 2, trend_template_ok",67,82,Stage 2,watchlist,weekly_watchlist,49.16,15,1.3900000000000006,False,False,False,False,False
SAIL.NS,Steel Authority of India Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,39.58,31.6,35.99,10.0,39.58,31.6,45.99,31.1,59.47,6323475576.96,"Stage 2, trend_template_ok",79,94,Stage 2,watchlist,weekly_watchlist,45.26,15,0.730000000000004,False,False,False,False,False
HINDCOPPER.NS,Hindustan Copper Ltd.,Metals & Mining,Stage 3,watchlist,weekly_watchlist,watchlist,22.2,11.25,17.27,10.0,22.2,11.25,27.27,0.53,75.92,4102271789.86,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",249,264,Stage 3,watchlist,weekly_watchlist,26.73,15,0.5399999999999991,False,False,False,False,False
SPLPETRO.NS,Supreme Petrochem Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,10.58,3.58,7.43,5.0,10.58,3.58,12.43,12.02,11.75,35415435.76,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",494,509,Stage 3,watchlist,weekly_watchlist,12.1,15,0.33000000000000007,False,False,False,False,False
GREENPANEL.NS,Greenpanel Industries Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,0.0,0.0,35.8,16.11,-4.19,-19.84,50557253.41,"Stage 4, weekly_vcp_ok, weekly_strong, downtrend",413,428,Stage 4,watchlist,weekly_watchlist,16.11,15,0.0,False,False,False,False,False
BALMLAWRIE.NS,Balmer Lawrie & Company Limited,Diversified,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,4.67,2.1,2.0,0.0,4.67,4.1,12.29,10.37,47042354.71,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",670,685,Stage 3,watchlist,weekly_watchlist,4.16,15,-0.0600000000000005,False,False,False,False,False
COLPAL.NS,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,6.0,2.7,2.0,0.0,6.0,4.7,-3.28,2.08,943565797.78,"Stage 3, distribution_risk",659,674,Stage 3,watchlist,weekly_watchlist,4.93,15,-0.22999999999999954,False,False,False,False,False
LTTS.NS,L&T Technology Services Ltd.,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,17.69,8.0,13.33,0.0,17.69,8.0,13.33,11.24,-12.0,348665474.12,"Stage 3, weekly_volume_dryup, distribution_risk",475,489,Stage 3,watchlist,weekly_watchlist,13.12,14,0.21000000000000085,False,False,False,False,False
SAKSOFT.NS,Saksoft Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,12.2,8.0,10.31,0.0,12.2,8.0,10.31,6.11,-20.11,103175788.92,"Stage 3, distribution_risk",542,556,Stage 3,watchlist,weekly_watchlist,10.31,14,0.0,False,False,False,False,False
JUSTDIAL.NS,Just Dial Limited,Consumer Services,Stage 4,watchlist,weekly_watchlist,watchlist,13.1,4.0,9.01,0.0,13.1,4.0,9.01,-1.31,-20.04,66162196.42,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",567,581,Stage 4,watchlist,weekly_watchlist,9.01,14,0.0,False,False,False,False,False
SONATSOFTW.NS,Sonata Software Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,0.0,0.0,8.0,3.6,6.33,-15.15,665578172.62,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",683,697,Stage 3,watchlist,weekly_watchlist,3.6,14,0.0,False,False,False,False,False
ASHOKA.NS,Ashoka Buildcon Limited,Construction,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,6.2,2.79,0.0,0.0,6.2,2.79,-3.56,-21.63,120853917.28,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",692,706,Stage 4,watchlist,weekly_watchlist,2.79,14,0.0,False,False,False,False,False
DALBHARAT.NS,Dalmia Bharat Limited,Construction Materials,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,6.2,2.79,0.0,0.0,6.2,2.79,-7.53,-3.56,778795595.29,"Stage 4, volume_dryup, downtrend",693,707,Stage 4,watchlist,weekly_watchlist,2.79,14,0.0,False,False,False,False,False
NETWORK18.NS,Network18 Media & Investments Limited,"Media, Entertainment & Publication",Stage 4,watchlist,weekly_watchlist,watchlist,0.0,6.2,2.79,0.0,0.0,6.2,2.79,-3.13,-23.26,142147768.57,"Stage 4, weekly_volume_dryup, downtrend",694,708,Stage 4,watchlist,weekly_watchlist,2.79,14,0.0,False,False,False,False,False
RATEGAIN.NS,Rategain Travel Technologies Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,24.83,24.0,24.46,0.0,24.83,24.0,24.46,60.68,22.88,786787596.9,"Stage 3, distribution_risk",290,303,Stage 3,watchlist,weekly_watchlist,23.46,13,1.0,False,False,False,False,False
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,15.74,52.64,32.34,5.0,15.74,52.64,37.34,10.32,16.1,619263416.81,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",138,151,Stage 3,watchlist,weekly_watchlist,36.73,13,0.6100000000000065,False,False,False,False,False
GRAPHITE.NS,Graphite India Limited,Capital Goods,Stage 2,watchlist,weekly_watchlist,watchlist,39.02,21.35,31.07,10.0,39.02,21.35,41.07,6.22,39.28,1310849696.64,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",110,123,Stage 2,watchlist,weekly_watchlist,40.69,13,0.38000000000000256,False,False,False,False,False
INTELLECT.NS,Intellect Design Arena Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,0.0,0.0,8.0,3.6,12.22,-23.49,611255565.06,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",682,695,Stage 3,watchlist,weekly_watchlist,3.6,13,0.0,False,False,False,False,False
INDIGOPNTS.NS,Indigo Paints Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,7.2,3.24,0.0,0.0,7.2,3.24,13.3,-13.71,183177419.96,"Stage 3, distribution_risk",687,700,Stage 3,watchlist,weekly_watchlist,3.25,13,-0.009999999999999787,False,False,False,False,False
SUMICHEM.NS,Sumitomo Chemical India Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,15.58,53.28,32.55,5.0,15.58,53.28,37.55,28.29,15.49,245978293.39,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",136,148,Stage 3,watchlist,weekly_watchlist,37.2,12,0.3499999999999943,False,False,False,False,False
INDIACEM.NS,The India Cements Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,16.09,8.64,12.74,0.0,16.09,8.64,12.74,-0.64,7.01,91168651.64,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",487,499,Stage 3,watchlist,weekly_watchlist,12.44,12,0.3000000000000007,False,False,False,False,False
EMUDHRA.NS,eMudhra Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,16.28,3.68,10.61,0.0,16.28,3.68,10.61,14.04,-13.28,57016990.06,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",538,550,Stage 3,watchlist,weekly_watchlist,10.53,12,0.08000000000000007,False,False,False,False,False
ACMESOLAR.NS,ACME Solar Holdings Ltd.,Power,Stage 2,watchlist,weekly_near_pivot,watchlist,24.0,74.9,46.91,10.0,24.0,74.9,56.91,38.8,42.2,590809860.81,"Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",37,49,Stage 2,watchlist,weekly_near_pivot,56.85,12,0.05999999999999517,False,False,False,False,False
AMBUJACEM.NS,Ambuja Cements Limited,Construction Materials,Stage 4,watchlist,weekly_watchlist,watchlist,10.16,11.2,10.63,0.0,10.16,11.2,10.63,-7.05,-10.81,1546319865.79,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",537,549,Stage 4,watchlist,weekly_watchlist,10.61,12,0.02000000000000135,False,False,False,False,False
DISHTV.NS,Dish TV India Limited,"Media, Entertainment & Publication",Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.15,3.67,0.0,0.0,8.15,3.67,17.34,-15.83,6435613.86,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",679,691,Stage 3,watchlist,weekly_watchlist,3.82,12,-0.1499999999999999,False,False,False,False,False
SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,55.53,32.74,45.27,10.0,55.53,32.74,55.27,26.77,40.59,1000806504.78,"Stage 2, trend_template_ok, volume_dryup",49,60,Stage 2,watchlist,weekly_watchlist,54.55,11,0.720000000000006,False,False,False,False,False
FCL.NS,Fineotex Chemical Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,59.91,27.2,45.19,5.0,59.91,27.2,50.19,79.84,78.55,1584582299.28,"Stage 2, trend_template_ok",69,80,Stage 2,watchlist,weekly_watchlist,49.59,11,0.5999999999999943,False,False,False,False,False
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,17.3,50.5,32.24,10.0,17.3,50.5,42.24,9.01,17.97,182616351.25,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",101,112,Stage 3,watchlist,weekly_watchlist,42.03,11,0.21000000000000085,False,False,False,False,False
KAJARIACER.NS,Kajaria Ceramics Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,43.21,19.44,0.0,0.0,43.21,19.44,23.69,10.45,354846207.07,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",364,375,Stage 3,watchlist,weekly_watchlist,19.25,11,0.19000000000000128,False,False,False,False,False
BLUEJET.NS,Blue Jet Healthcare Ltd.,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,8.8,3.96,10.0,0.0,8.8,13.96,19.76,-11.8,377825448.45,"Stage 3, distribution_risk",458,469,Stage 3,watchlist,weekly_watchlist,13.94,11,0.02000000000000135,False,False,False,False,False
ZYDUSWELL.NS,Zydus Wellness Limited,Fast Moving Consumer Goods,Stage 2,watchlist,weekly_watchlist,watchlist,22.12,27.65,24.61,2.0,22.12,27.65,26.61,36.5,24.0,245252677.74,"Stage 2, volume_dryup, weekly_volume_dryup",256,267,Stage 2,watchlist,weekly_watchlist,26.59,11,0.019999999999999574,False,False,False,False,False
ZENSARTECH.NS,Zensar Technologies Limited,Information Technology,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,0.0,0.0,35.8,16.11,-0.69,-22.46,234414930.41,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",418,429,Stage 4,watchlist,weekly_watchlist,16.11,11,0.0,False,False,False,False,False
SAGILITY.NS,Sagility Ltd.,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,4.8,2.16,0.0,0.0,4.8,2.16,8.25,-8.92,792796508.8,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",702,713,Stage 3,watchlist,weekly_watchlist,2.16,11,0.0,False,False,False,False,False
BHARATRAS.NS,Bharat Rasayan Limited,Chemicals,Stage 4,watchlist,weekly_watchlist,watchlist,2.0,4.0,2.9,5.0,2.0,4.0,7.9,-0.62,-34.12,25001185.49,"Stage 4, weekly_volume_dryup, downtrend",592,603,Stage 4,watchlist,weekly_watchlist,8.02,11,-0.11999999999999922,False,False,False,False,False
VSTIND.NS,VST Industries Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,12.74,5.73,2.0,0.0,12.74,7.73,15.81,9.55,64623565.45,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",595,606,Stage 3,watchlist,weekly_watchlist,7.89,11,-0.15999999999999925,False,False,False,False,False
HINDZINC.NS,Hindustan Zinc Limited,Metals & Mining,Stage 2,watchlist,weekly_watchlist,watchlist,57.32,35.29,47.41,10.0,57.32,35.29,57.41,12.61,44.3,3681309451.32,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",35,46,Stage 2,watchlist,weekly_watchlist,57.59,11,-0.18000000000000682,False,False,False,False,False
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,6.77,3.05,5.0,0.0,6.77,8.05,15.57,4.17,662900957.93,"Stage 3, volume_dryup, distribution_risk",588,599,Stage 3,watchlist,weekly_watchlist,8.28,11,-0.22999999999999865,False,False,False,False,False
PURVA.NS,Puravankara Limited,Realty,Stage 3,watchlist,weekly_watchlist,watchlist,11.95,2.65,7.76,0.0,11.95,2.65,7.76,6.03,-3.49,177697702.44,"Stage 3, weekly_volume_dryup, distribution_risk",593,604,Stage 3,watchlist,weekly_watchlist,8.0,11,-0.2400000000000002,False,False,False,False,False
BIRLACORPN.NS,Birla Corporation Limited,Construction Materials,Stage 3,watchlist,weekly_watchlist,watchlist,14.54,0.34,8.15,0.0,14.54,0.34,8.15,6.24,-2.85,144318356.83,"Stage 3, volume_dryup, distribution_risk",585,596,Stage 3,watchlist,weekly_watchlist,8.41,11,-0.2599999999999998,False,False,False,False,False
HSCL.NS,Himadri Speciality Chemical Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,36.21,31.44,34.06,5.0,36.21,31.44,39.06,33.12,45.27,6596099078.05,"Stage 2, trend_template_ok",125,136,Stage 2,watchlist,weekly_watchlist,39.43,11,-0.36999999999999744,False,False,False,False,False
RESPONIND.NS,Responsive Industries Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,13.11,5.9,0.0,0.0,13.11,5.9,9.87,5.2,95673539.61,"Stage 3, distribution_risk",628,639,Stage 3,watchlist,weekly_watchlist,6.44,11,-0.54,False,False,False,False,False
ABBOTINDIA.NS,Abbott India Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,3.69,27.2,14.27,10.0,3.69,27.2,24.27,9.87,1.1,338437536.25,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, distribution_risk",295,305,Stage 3,watchlist,weekly_watchlist,23.34,10,0.9299999999999997,False,False,False,False,False
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,13.88,40.92,26.05,10.0,13.88,40.92,36.05,11.69,-0.51,57410112.35,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",151,161,Stage 3,watchlist,weekly_watchlist,35.66,10,0.39000000000000057,False,False,False,False,False
EMCURE.NS,Emcure Pharmaceuticals Ltd.,Healthcare,Stage 2,forming_vcp,weekly_watchlist,watchlist,60.74,33.12,48.31,10.0,60.74,33.12,58.31,27.21,31.97,378236313.01,"Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",33,43,Stage 2,forming_vcp,weekly_watchlist,57.96,10,0.3500000000000014,False,False,False,False,False
DCMSHRIRAM.NS,DCM Shriram Limited,Diversified,Stage 3,watchlist,weekly_watchlist,watchlist,15.59,10.59,13.34,2.0,15.59,10.59,15.34,6.04,-2.18,97069322.47,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",437,447,Stage 3,watchlist,weekly_watchlist,14.99,10,0.34999999999999964,False,False,False,False,False
IGL.NS,Indraprastha Gas Limited,"Oil, Gas & Consumable Fuels",Stage 3,watchlist,weekly_watchlist,watchlist,11.29,16.0,13.41,2.0,11.29,16.0,15.41,3.51,-5.26,755628684.19,"Stage 3, distribution_risk",435,445,Stage 3,watchlist,weekly_watchlist,15.09,10,0.3200000000000003,False,False,False,False,False
VMART.NS,V-Mart Retail Limited,Consumer Services,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,50.22,22.6,0.0,0.0,50.22,22.6,27.5,-3.3,223087728.66,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",314,324,Stage 3,watchlist,weekly_watchlist,22.33,10,0.2700000000000031,False,False,False,False,False
EPL.NS,EPL Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,21.14,0.91,12.04,10.0,21.14,0.91,22.04,6.39,14.72,177762887.94,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",321,331,Stage 3,watchlist,weekly_watchlist,21.84,10,0.1999999999999993,False,False,False,False,False
LUXIND.NS,Lux Industries Limited,Textiles,Stage 2,watchlist,weekly_forming,watchlist,40.2,65.8,51.72,5.0,40.2,65.8,56.72,64.95,27.46,105360435.76,"Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",40,50,Stage 2,watchlist,weekly_forming,56.72,10,0.0,False,False,False,False,False
GRANULES.NS,Granules India Limited,Healthcare,Stage 2,watchlist,weekly_watchlist,watchlist,55.45,30.4,44.18,10.0,55.45,30.4,54.18,39.84,52.63,1200916886.41,"Stage 2, trend_template_ok",52,62,Stage 2,watchlist,weekly_watchlist,54.18,10,0.0,False,False,False,False,False
JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,14.91,6.71,10.0,0.0,14.91,16.71,20.38,0.71,149975364.89,"Stage 3, distribution_risk",407,417,Stage 3,watchlist,weekly_watchlist,16.71,10,0.0,False,False,False,False,False
RAJESHEXPO.NS,Rajesh Exports Limited,Consumer Durables,Stage 4,watchlist,weekly_watchlist,watchlist,4.07,0.0,2.24,0.0,4.07,0.0,2.24,-18.12,-30.24,13716244.12,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",700,710,Stage 4,watchlist,weekly_watchlist,2.24,10,0.0,False,False,False,False,False
PFIZER.NS,Pfizer Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,36.13,16.26,10.0,0.0,36.13,26.26,-4.23,0.5,112895335.88,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",263,273,Stage 3,watchlist,weekly_watchlist,26.32,10,-0.05999999999999872,False,False,False,False,False
MMTC.NS,MMTC Limited,Services,Stage 3,watchlist,weekly_watchlist,watchlist,19.86,42.56,30.08,2.0,19.86,42.56,32.08,12.45,15.13,164672010.41,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",194,203,Stage 3,watchlist,weekly_watchlist,30.41,9,1.6699999999999982,False,False,False,False,False
CYIENT.NS,Cyient Limited,Information Technology,Stage 3,watchlist,weekly_watchlist,watchlist,14.98,8.0,11.84,0.0,14.98,8.0,11.84,6.36,-8.65,276664323.3,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",508,517,Stage 3,watchlist,weekly_watchlist,11.63,9,0.20999999999999908,False,False,False,False,False
ROSSARI.NS,Rossari Biotech Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,13.97,6.29,5.0,0.0,13.97,11.29,13.89,-2.18,130163854.98,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",524,533,Stage 3,watchlist,weekly_watchlist,11.17,9,0.11999999999999922,False,False,False,False,False
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,Fast Moving Consumer Goods,Stage 3,watchlist,weekly_watchlist,watchlist,0.0,42.93,19.32,2.0,0.0,42.93,21.32,30.55,0.77,154306473.86,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",332,341,Stage 3,watchlist,weekly_watchlist,21.22,9,0.10000000000000142,False,False,False,False,False
JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,10.0,0.0,35.8,26.11,-10.39,-26.52,102844069.72,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",266,275,Stage 4,watchlist,weekly_watchlist,26.11,9,0.0,False,False,False,False,False
HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,4.2,8.0,5.91,10.0,4.2,8.0,15.91,8.5,-21.33,41867812.76,"Stage 3, weekly_volume_dryup, distribution_risk",423,432,Stage 3,watchlist,weekly_watchlist,15.91,9,0.0,False,False,False,False,False
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-9.93,-21.78,133190472.72,"Stage 4, weekly_volume_dryup, downtrend",706,715,Stage 4,watchlist,weekly_watchlist,2.0,9,0.0,False,False,False,False,False
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,"Oil, Gas & Consumable Fuels",Stage 4,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-15.79,3.64,1211436153.75,"Stage 4, volume_dryup, weekly_volume_dryup, downtrend",713,722,Stage 4,watchlist,weekly_watchlist,2.0,9,0.0,False,False,False,False,False
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,20.13,43.93,30.84,10.0,20.13,43.93,40.84,13.27,17.01,839686948.77,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, distribution_risk",111,120,Stage 3,watchlist,weekly_watchlist,40.94,9,-0.09999999999999432,False,False,False,False,False
AARTIIND.NS,Aarti Industries Limited,Chemicals,Stage 2,watchlist,weekly_watchlist,watchlist,38.75,26.1,33.06,5.0,38.75,26.1,38.06,11.37,33.59,518604458.93,"Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",131,140,Stage 2,watchlist,weekly_watchlist,38.25,9,-0.18999999999999773,False,False,False,False,False
TDPOWERSYS.NS,TD Power Systems Limited,Capital Goods,Stage 2,watchlist,weekly_breakout,watchlist,38.56,65.8,50.82,10.0,38.56,65.8,60.82,47.64,64.67,2306345219.65,"Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",23,31,Stage 2,watchlist,weekly_breakout,59.97,8,0.8500000000000014,False,False,False,False,False
BDL.NS,Bharat Dynamics Limited,Capital Goods,Stage 3,watchlist,weekly_watchlist,watchlist,15.11,11.3,13.4,10.0,15.11,11.3,23.4,2.58,-9.76,1800760152.49,"Stage 3, weekly_volume_dryup, distribution_risk",304,312,Stage 3,watchlist,weekly_watchlist,22.9,8,0.5,False,False,False,False,False
BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,Stage 4,watchlist,weekly_watchlist,watchlist,13.1,35.8,23.31,10.0,13.1,35.8,33.31,-0.54,-4.95,188438030.44,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",180,188,Stage 4,watchlist,weekly_watchlist,32.97,8,0.3400000000000034,False,False,False,False,False
METROBRAND.NS,Metro Brands Limited,Consumer Durables,Stage 3,watchlist,weekly_watchlist,watchlist,13.82,8.72,11.53,0.0,13.82,8.72,11.53,7.22,-0.06,54999738.51,"Stage 3, distribution_risk",517,525,Stage 3,watchlist,weekly_watchlist,11.37,8,0.16000000000000014,False,False,False,False,False
KIMS.NS,Krishna Institute of Medical Sciences Limited,Healthcare,Stage 3,watchlist,weekly_watchlist,watchlist,1.27,50.99,23.64,10.0,1.27,50.99,33.64,11.79,20.12,459165780.86,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",172,180,Stage 3,watchlist,weekly_watchlist,33.51,8,0.13000000000000256,False,False,False,False,False
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 3,watchlist,weekly_watchlist,watchlist,14.96,10.4,12.91,2.0,14.96,10.4,14.91,-4.45,-6.21,3228604176.07,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",442,450,Stage 3,watchlist,weekly_watchlist,14.87,8,0.040000000000000924,False,False,False,False,False
EPIGRAL.NS,Epigral Limited,Chemicals,Stage 3,watchlist,weekly_watchlist,watchlist,2.25,10.25,5.85,5.0,2.25,10.25,10.85,33.45,-10.94,116078427.4,"Stage 3, volume_dryup, weekly_volume_dryup, distribution_risk",533,541,Stage 3,watchlist,weekly_watchlist,10.83,8,0.019999999999999574,False,False,False,False,False
