ticker,Company Name,Industry,stage,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,weekly_setup_bucket,weekly_score,final_weekly_score,weekly_pivot,weekly_breakout_distance_pct,weekly_contraction_depths_pct,weekly_contraction_durations,weekly_contraction_score,weekly_base_duration_weeks,weekly_vcp_quality
REDTAPE.NS,Redtape Limited,Consumer Durables,Stage 2,17.98,16.08,270649533.91,"Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup",weekly_near_pivot,55.51,55.51,138.94,-3.18,"[20.73, 20.23, 22.02]","[4, 2, 7]",0.55,28.0,moderate
BOSCHLTD.NS,Bosch Limited,Automobile and Auto Components,Stage 1,28.84,13.46,1813525418.5,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,54.03,55.03,38923.0,0.31,"[25.92, 10.37]","[8, 2]",0.9,15.0,strong
ACE.NS,Action Construction Equipment Limited,Capital Goods,Stage 3,13.34,7.25,267361461.27,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.86,54.86,968.44,-3.92,"[23.18, 20.73]","[6, 7]",0.9,15.0,strong
CAMS.NS,Computer Age Management Services Limited,Financial Services,Stage 1,23.37,13.01,817723639.88,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,53.44,54.44,846.38,-6.4,"[18.17, 18.32]","[11, 6]",0.9,18.0,strong
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Stage 3,15.19,28.48,1489668734.58,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,53.27,54.27,1867.11,-5.05,"[16.39, 15.53, 10.43]","[6, 2, 3]",0.95,23.0,strong
PCBL.NS,PCBL LIMITED,Chemicals,Stage 3,21.53,5.22,566913612.64,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,51.57,54.07,331.23,-7.63,"[39.26, 31.5, 16.02]","[19, 4, 2]",0.95,35.0,strong
TRIDENT.NS,Trident Limited,Textiles,Stage 3,12.09,-0.34,118848636.44,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.97,53.97,26.68,-6.61,"[28.96, 12.65]","[6, 2]",0.9,15.0,strong
SENCO.NS,Senco Gold Limited,Consumer Durables,Stage 1,20.36,20.47,268128859.47,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,53.88,53.88,369.65,-4.9,"[26.43, 10.64]","[7, 5]",0.9,13.0,strong
DELHIVERY.NS,Delhivery Limited,Services,Stage 1,11.96,17.05,966181541.74,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,52.7,53.7,488.35,-7.59,"[23.58, 14.46]","[11, 6]",0.9,19.0,strong
ROUTE.NS,ROUTE MOBILE LIMITED,Telecommunication,Stage 3,18.26,-11.77,90523332.88,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.45,53.45,581.22,-6.76,"[36.96, 15.12]","[7, 2]",0.9,14.0,strong
CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Stage 3,18.2,7.96,781475098.93,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,50.42,52.92,1457.55,-5.68,"[29.71, 28.74]","[15, 8]",0.9,36.0,strong
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,Capital Goods,Stage 3,34.99,72.27,647473654.64,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,52.8,950.46,24.3,"[37.12, 12.21]","[11, 5]",0.9,21.0,strong
ANANTRAJ.NS,Anant Raj Limited,Realty,Stage 1,21.83,5.82,1763228582.21,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,52.57,52.57,565.84,-4.44,"[31.35, 17.85]","[8, 2]",0.9,15.0,strong
TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,Stage 3,24.68,20.88,4137230425.64,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,51.56,52.56,408.71,-3.7,"[25.31, 9.32]","[5, 3]",0.9,11.0,strong
ENDURANCE.NS,Endurance Technologies Limited,Automobile and Auto Components,Stage 1,8.87,6.65,325561066.26,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,51.35,52.35,2708.93,-3.44,"[23.61, 20.76]","[16, 5]",0.9,25.0,strong
INDIGO.NS,InterGlobe Aviation Limited,Services,Stage 3,15.88,8.03,5165181521.87,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,51.29,52.29,5064.85,-4.44,"[23.77, 22.96, 12.68]","[9, 6, 3]",0.95,24.0,strong
LUXIND.NS,Lux Industries Limited,Textiles,Stage 3,48.77,23.29,68801931.03,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.01,52.01,1826.54,-29.11,"[39.37, 21.89]","[19, 7]",0.9,28.0,strong
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Chemicals,Stage 3,13.07,3.93,362472300.03,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.5,52.0,139.07,-5.0,"[29.24, 11.69]","[12, 5]",0.9,19.0,strong
GALLANTT.NS,Gallantt Ispat Limited,Capital Goods,Stage 3,25.88,21.96,103797925.75,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,46.78,51.78,949.66,-28.47,"[28.67, 26.94, 27.11, 16.43]","[3, 4, 4, 5]",1.0,31.0,strong
HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Durables,Stage 3,26.46,-0.42,204273305.8,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,51.5,51.5,256.78,-1.25,"[47.79, 33.6, 17.92]","[10, 7, 2]",0.95,27.0,strong
TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,Stage 3,21.02,22.99,582453772.28,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,46.4,51.4,358.63,-9.84,"[58.32, 34.81, 23.03, 19.69]","[11, 5, 6, 3]",1.0,34.0,strong
TATAPOWER.NS,Tata Power Company Limited,Power,Stage 1,2.48,12.91,2102253416.46,"Stage 1, stage1_base_ready, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable",weekly_watchlist,46.34,51.34,465.71,-13.63,"[12.99, 6.61]","[4, 8]",0.9,19.0,strong
JLHL.NS,Jupiter Life Line Hospitals Limited,Healthcare,Stage 3,6.98,2.6,35684351.13,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.76,51.26,1336.32,0.49,"[26.23, 7.82]","[14, 5]",0.9,27.0,strong
CASTROLIND.NS,Castrol India Limited,"Oil, Gas & Consumable Fuels",Stage 3,1.86,11.28,173932214.93,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,50.21,51.21,188.53,-1.65,"[12.51, 10.74, 7.94]","[9, 4, 5]",0.95,23.0,strong
ASAHIINDIA.NS,Asahi India Glass Limited,Automobile and Auto Components,Stage 1,5.12,-3.37,111078003.84,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,49.98,50.98,955.0,-7.12,"[24.23, 10.51]","[8, 3]",0.9,16.0,strong
NAVA.NS,NAVA LIMITED,Power,Stage 1,13.79,16.57,250477330.72,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,45.94,50.94,739.4,-16.81,"[20.9, 17.03, 12.63]","[3, 3, 5]",0.95,21.0,strong
HATHWAY.NS,Hathway Cable & Datacom Limited,"Media, Entertainment & Publication",Stage 3,13.83,-4.18,29332117.27,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.86,50.86,11.93,-6.46,"[35.02, 27.3, 16.71]","[18, 7, 5]",0.95,35.0,strong
GATEWAY.NS,Gateway Distriparks Limited,Services,Stage 3,12.16,8.21,33408341.83,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.84,50.84,62.89,-6.55,"[24.55, 12.81]","[6, 2]",0.9,14.0,strong
BPCL.NS,Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",Stage 1,1.83,-4.5,2756652514.83,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,49.8,50.8,320.66,-2.67,"[31.93, 13.59]","[8, 4]",0.9,15.0,strong
NLCINDIA.NS,NLC India Ltd.,Power,Stage 3,21.45,37.94,2622656087.52,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,45.74,50.74,388.48,-19.31,"[21.29, 13.56]","[9, 9]",0.9,22.0,strong
HNDFDS.NS,Hindustan Foods Limited,Fast Moving Consumer Goods,Stage 3,17.09,11.39,30810558.79,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,50.65,50.65,554.42,-0.16,"[21.67, 14.07]","[9, 4]",0.9,15.0,strong
JAMNAAUTO.NS,Jamna Auto Industries Limited,Automobile and Auto Components,Stage 3,7.57,10.57,338602183.77,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.61,50.61,134.46,-4.43,"[27.12, 18.77]","[6, 2]",0.9,13.0,strong
TECHM.NS,Tech Mahindra Limited,Information Technology,Stage 1,7.5,-0.74,3172928947.34,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,50.48,50.48,1533.98,-5.68,"[29.66, 13.32]","[5, 3]",0.9,14.0,strong
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Capital Goods,Stage 1,15.05,21.24,1919959871.9,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,45.43,50.43,3344.84,-20.38,"[27.22, 23.67]","[4, 13]",0.9,19.0,strong
VINATIORGA.NS,Vinati Organics Limited,Chemicals,Stage 3,-4.58,-8.49,85306760.87,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.8,50.3,1429.2,-6.49,"[25.51, 10.46]","[10, 3]",0.9,16.0,strong
PAGEIND.NS,Page Industries Limited,Textiles,Stage 3,28.99,14.86,1230169957.95,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,45.28,50.28,36085.3,8.26,"[32.7, 17.58, 9.82]","[21, 6, 3]",0.95,37.0,strong
TVSSRICHAK.NS,TVS Srichakra Limited,Automobile and Auto Components,Stage 3,14.35,0.32,36470775.35,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,49.27,50.27,4205.15,-4.49,"[33.23, 16.42]","[7, 5]",0.9,14.0,strong
BANKINDIA.NS,Bank of India,Financial Services,Stage 3,-0.67,14.19,1363071592.0,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,49.15,50.15,149.72,-2.7,"[24.58, 11.56]","[5, 4]",0.9,12.0,strong
REDINGTON.NS,Redington Limited,Services,Stage 1,4.2,-5.47,1216074717.88,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,49.0,50.0,251.32,-2.92,"[33.11, 14.19]","[5, 4]",0.9,11.0,strong
ORIENTELEC.NS,Orient Electric Limited,Consumer Durables,Stage 3,10.0,11.54,28333140.49,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,49.95,49.95,201.3,-7.77,"[28.58, 19.0]","[4, 11]",0.9,22.0,strong
SBIN.NS,State Bank of India,Financial Services,Stage 3,-3.62,14.91,13961557217.99,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,48.93,49.93,1103.03,-7.95,"[20.97, 15.19]","[5, 4]",0.9,12.0,strong
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Capital Goods,Stage 3,26.73,31.24,463794484.13,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,44.8,49.8,117.2,-23.25,"[26.71, 18.74]","[4, 5]",0.9,11.0,strong
BANKBARODA.NS,Bank of Baroda,Financial Services,Stage 3,1.03,7.53,3920716408.35,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,48.66,49.66,277.77,-0.87,"[25.96, 10.81]","[5, 4]",0.9,12.0,strong
IGL.NS,Indraprastha Gas Limited,"Oil, Gas & Consumable Fuels",Stage 3,8.02,-0.28,642340821.82,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.57,49.57,173.59,-2.78,"[27.48, 13.66]","[13, 4]",0.9,20.0,strong
LICI.NS,Life Insurance Corporation Of India,Financial Services,Stage 3,5.23,2.34,2485735236.48,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.56,49.56,429.11,-4.22,"[20.54, 9.38]","[7, 4]",0.9,13.0,strong
BBL.NS,Bharat Bijlee Limited,Capital Goods,Stage 1,20.21,6.56,83927255.96,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,44.48,49.48,3275.72,-14.62,"[31.24, 24.71]","[7, 2]",0.9,13.0,strong
DCXINDIA.NS,DCX Systems Limited,Capital Goods,Stage 3,11.46,23.69,215163294.02,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,44.41,49.41,226.36,-16.84,"[46.29, 26.48, 26.47]","[13, 7, 4]",0.95,28.0,strong
GPIL.NS,Godawari Power And Ispat limited,Capital Goods,Stage 3,10.61,23.62,1400424955.39,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,44.32,49.32,320.56,-13.64,"[23.72, 15.62, 14.47]","[6, 3, 3]",0.95,19.0,strong
SUPRAJIT.NS,Suprajit Engineering Limited,Automobile and Auto Components,Stage 1,13.93,9.83,186220329.4,"Stage 1, stage1_base_ready, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable",weekly_watchlist,48.28,49.28,507.89,-9.06,"[21.44, 19.0, 7.15]","[3, 6, 6]",0.95,19.0,strong
BALKRISIND.NS,Balkrishna Industries Limited,Automobile and Auto Components,Stage 3,-0.29,4.02,538578253.71,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,48.17,49.17,2365.0,-5.68,"[27.37, 12.74]","[6, 4]",0.9,13.0,strong
RELAXO.NS,Relaxo Footwears Limited,Consumer Durables,Stage 3,18.54,-6.14,384943555.31,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,49.04,49.04,358.63,-2.17,"[41.53, 12.45]","[8, 5]",0.9,15.0,strong
BIKAJI.NS,Bikaji Foods International Limited,Fast Moving Consumer Goods,Stage 3,11.02,0.74,134144566.71,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,48.98,48.98,709.99,-5.2,"[22.9, 10.75]","[11, 5]",0.9,21.0,strong
TRENT.NS,Trent Limited,Consumer Services,Stage 3,20.54,-21.2,3104874151.95,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,48.9,48.9,2999.48,-3.39,"[43.99, 23.81, 11.5]","[6, 7, 4]",0.95,21.0,strong
KSB.NS,Ksb Limited,Capital Goods,Stage 3,15.05,25.43,149353123.26,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,43.85,48.85,1025.04,-15.57,"[23.13, 17.78]","[12, 5]",0.9,22.0,strong
MAHSCOOTER.NS,Maharashtra Scooters Limited,Financial Services,Stage 3,-1.21,-3.82,80799540.05,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.8,48.8,13595.0,-7.75,"[22.9, 16.67]","[7, 6]",0.9,14.0,strong
IDBI.NS,IDBI Bank Limited,Financial Services,Stage 3,-0.19,-15.09,575133669.07,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,48.8,80.04,-3.61,"[48.1, 14.64]","[5, 4]",0.9,12.0,strong
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,"Oil, Gas & Consumable Fuels",Stage 3,1.54,-5.17,96616640.13,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,48.8,1021.33,-2.78,"[26.3, 13.1]","[6, 2]",0.9,14.0,strong
HEG.NS,HEG Limited,Capital Goods,Stage 1,8.05,8.87,450191519.53,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,43.49,48.49,691.21,-21.69,"[24.7, 21.53]","[5, 6]",0.9,12.0,strong
PRAJIND.NS,Praj Industries Limited,Capital Goods,Stage 3,15.2,20.01,407774831.15,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,43.32,48.32,428.4,-20.31,"[23.7, 16.02]","[6, 5]",0.9,13.0,strong
DYNAMATECH.NS,Dynamatic Technologies Limited,Capital Goods,Stage 3,14.5,20.37,226470694.7,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,43.29,48.29,12897.53,-19.03,"[23.57, 19.88]","[4, 4]",0.9,14.0,strong
NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,Stage 1,-0.88,14.82,419114728.0,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,43.19,48.19,120.16,-18.33,"[16.89, 13.75]","[6, 8]",0.9,18.0,strong
LODHA.NS,Macrotech Developers Limited,Realty,Stage 3,10.0,-6.44,1771799958.34,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,48.16,48.16,974.9,-3.79,"[41.54, 14.84]","[6, 2]",0.9,13.0,strong
BEML.NS,BEML Limited,Capital Goods,Stage 3,18.75,13.29,383613681.35,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,43.0,48.0,2037.96,-12.57,"[29.65, 29.57]","[7, 14]",0.9,23.0,strong
IPCALAB.NS,IPCA Laboratories Limited,Healthcare,Stage 3,-0.95,12.91,403622650.47,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,45.33,47.83,1626.84,-4.71,"[16.94, 12.03, 12.06, 12.93]","[5, 7, 4, 3]",0.73,29.0,strong
MASTEK.NS,Mastek Limited,Information Technology,Stage 3,12.58,-15.51,94741323.69,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,1799.54,-7.54,"[40.28, 16.11]","[10, 4]",0.9,17.0,strong
NAUKRI.NS,Info Edge (India) Limited,Consumer Services,Stage 3,4.55,-19.83,2676090010.17,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,1082.79,-7.86,"[33.52, 15.97]","[15, 5]",0.9,25.0,strong
SAFARI.NS,Safari Industries (India) Limited,Consumer Durables,Stage 3,0.41,-23.12,215690395.97,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,1656.79,-2.9,"[36.96, 17.58]","[7, 3]",0.9,12.0,strong
CHALET.NS,Chalet Hotels Limited,Consumer Services,Stage 3,3.93,-8.38,116500745.57,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,820.05,-7.76,"[24.36, 10.25]","[8, 3]",0.9,14.0,strong
HCC.NS,Hindustan Construction Company Limited,Construction,Stage 3,70.22,49.68,1022667644.9,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,24.69,3.23,"[42.64, 35.89]","[7, 11]",0.9,22.0,strong
ITC.NS,ITC Limited,Fast Moving Consumer Goods,Stage 3,-3.32,-15.96,5518843361.84,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,47.8,47.8,310.01,-5.92,"[26.25, 14.14]","[6, 6]",0.9,14.0,strong
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Metals & Mining,Stage 3,15.88,26.72,1403948577.83,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,45.16,47.66,773.25,-19.9,"[24.53, 18.89, 18.72]","[2, 3, 3]",0.95,16.0,strong
SJVN.NS,SJVN Limited,Power,Stage 3,6.01,11.07,196698435.97,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.61,47.61,87.59,-15.9,"[26.78, 23.28, 21.47]","[12, 4, 7]",0.95,27.0,strong
TEGA.NS,Tega Industries Limited,Capital Goods,Stage 1,3.22,4.55,447741400.05,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,42.58,47.58,1773.1,3.25,"[22.35, 14.0]","[13, 6]",0.9,22.0,strong
DMART.NS,Avenue Supermarts Limited,Consumer Services,Stage 1,9.53,16.92,1943608186.34,"Stage 1, stage1_base_ready, weekly_vcp_ok, weekly_strong, stage1_not_actionable",weekly_watchlist,47.44,47.44,4652.13,-9.69,"[27.27, 9.97]","[22, 6]",0.9,29.0,strong
TORNTPOWER.NS,Torrent Power Limited,Power,Stage 3,-3.1,17.84,572009690.33,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.37,47.37,1827.29,-22.92,"[13.66, 8.93, 8.04]","[8, 5, 12]",0.95,33.0,strong
NHPC.NS,NHPC Limited,Power,Stage 1,-1.2,6.26,3247452564.87,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,42.31,47.31,86.98,-14.06,"[16.61, 13.89]","[13, 8]",0.9,24.0,strong
KIRLOSIND.NS,Kirloskar Industries Limited,Capital Goods,Stage 3,20.02,4.4,24046617.38,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.24,47.24,3551.2,-8.63,"[35.86, 25.6]","[17, 7]",0.9,27.0,strong
OLECTRA.NS,Olectra Greentech Limited,Automobile and Auto Components,Stage 3,41.04,12.28,1090744323.84,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,46.23,47.23,1400.35,-9.28,"[33.99, 32.02, 16.56]","[12, 11, 3]",0.95,35.0,strong
SSWL.NS,Steel Strips Wheels Limited,Automobile and Auto Components,Stage 3,30.22,31.75,162571253.2,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,46.0,47.0,224.09,4.44,"[28.99, 12.94]","[8, 6]",0.9,16.0,strong
MANKIND.NS,Mankind Pharma Limited,Healthcare,Stage 1,9.65,16.33,1873178763.68,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,44.4,46.9,2643.22,-10.86,"[16.8, 16.42]","[8, 4]",0.9,22.0,strong
SUMICHEM.NS,Sumitomo Chemical India Limited,Chemicals,Stage 3,22.22,11.16,132940483.2,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,44.24,46.74,515.4,-8.18,"[30.0, 17.75, 18.17]","[13, 3, 7]",0.95,28.0,strong
TTML.NS,Tata Teleservices (Maharashtra) Limited,Telecommunication,Stage 3,17.04,-1.14,304041078.85,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.39,46.39,49.83,-10.07,"[34.75, 17.83]","[7, 3]",0.9,13.0,strong
NATIONALUM.NS,National Aluminium Company Limited,Metals & Mining,Stage 3,-1.53,41.73,5820577603.36,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,43.82,46.32,443.72,-17.37,"[21.54, 5.61]","[4, 8]",0.9,14.0,strong
SANOFI.NS,Sanofi India Limited,Healthcare,Stage 4,-3.11,-13.48,86768425.69,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",weekly_watchlist,43.8,46.3,3566.9,-7.38,"[34.45, 14.23]","[21, 6]",0.9,30.0,strong
IRB.NS,IRB Infrastructure Developers Limited,Construction,Stage 1,2.72,11.25,860797605.83,"Stage 1, stage1_base_ready, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable",weekly_watchlist,46.2,46.2,23.94,-11.01,"[14.62, 13.13]","[3, 7]",0.9,14.0,strong
GOKEX.NS,Gokaldas Exports Limited,Textiles,Stage 3,22.49,-8.73,351157859.96,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.18,46.18,861.5,-17.55,"[44.39, 37.06]","[10, 5]",0.9,18.0,strong
HUDCO.NS,Housing & Urban Development Corporation Limited,Financial Services,Stage 1,24.02,8.5,407420108.18,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,45.05,46.05,235.91,-9.78,"[30.67, 16.3]","[12, 2]",0.9,19.0,strong
SUPREMEIND.NS,Supreme Industries Limited,Capital Goods,Stage 3,-9.7,18.32,499125139.46,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.66,45.66,4081.93,-12.62,"[31.59, 6.98]","[15, 19]",0.9,38.0,strong
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Stage 1,1.01,0.55,99755002.62,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,43.06,45.56,9866.74,-13.82,"[17.29, 18.1, 10.0]","[6, 8, 3]",0.95,42.0,strong
JKPAPER.NS,JK Paper Limited,Forest Materials,Stage 1,5.77,6.49,87468479.29,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,43.03,45.53,402.2,-11.23,"[30.74, 20.4]","[17, 7]",0.9,26.0,strong
ESABINDIA.NS,Esab India Limited,Capital Goods,Stage 3,5.45,0.62,35262384.05,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.41,45.41,7332.31,-22.19,"[16.7, 16.55]","[3, 7]",0.9,12.0,strong
NMDC.NS,NMDC Limited,Metals & Mining,Stage 3,13.06,24.05,2870236036.98,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.71,45.21,97.66,-9.8,"[12.3, 11.08]","[2, 7]",0.9,11.0,strong
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,Stage 2,32.83,52.5,1924494764.09,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,44.2,45.2,213.03,1.74,"[23.7, 26.04]","[6, 5]",0.1,22.0,weak
