ticker,Company Name,Industry,stage,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,weekly_setup_bucket,weekly_score,final_weekly_score,weekly_pivot,weekly_breakout_distance_pct,weekly_contraction_depths_pct,weekly_contraction_durations,weekly_contraction_score,weekly_base_duration_weeks,weekly_vcp_quality
SHANTIGEAR.NS,Shanthi Gears Limited,Capital Goods,Stage 3,-0.56,4.25,4444242.46,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.17,45.17,495.0,-8.71,"[15.66, 14.29]","[6, 10]",0.9,23.0,strong
AADHARHFC.NS,Aadhar Housing Finance Ltd.,Financial Services,Stage 3,0.79,6.8,173539108.38,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,44.16,45.16,523.92,-7.43,"[13.1, 13.45]","[4, 3]",0.9,8.0,strong
NOCIL.NS,NOCIL Limited,Chemicals,Stage 3,18.04,9.41,54257871.28,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.55,45.05,192.83,-16.11,"[34.8, 19.51]","[14, 4]",0.9,20.0,strong
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Stage 3,-1.37,16.79,1733807167.11,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.44,44.94,2478.33,-12.98,"[16.69, 14.23, 14.42]","[7, 4, 3]",0.95,29.0,strong
APOLLOTYRE.NS,Apollo Tyres Limited,Automobile and Auto Components,Stage 4,0.37,-10.18,483022627.63,"Stage 4, weekly_vcp_ok, volume_dryup, weekly_strong, downtrend",weekly_watchlist,43.8,44.8,450.04,-7.46,"[25.79, 18.69]","[6, 5]",0.9,15.0,strong
KEC.NS,KEC International Limited,Capital Goods,Stage 3,-1.79,-16.03,505435665.98,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,44.8,618.05,-14.61,"[34.49, 24.47]","[14, 6]",0.9,21.0,strong
BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,Stage 3,-1.99,-5.42,122645436.89,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,44.8,1625.84,-9.93,"[17.69, 17.44]","[4, 7]",0.9,13.0,strong
JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,Stage 3,2.94,-13.46,136433313.42,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,44.8,38.76,-16.58,"[40.13, 29.96]","[13, 6]",0.9,21.0,strong
RACE.NS,Race Eco Chain Limited,Utilities,Stage 3,0.24,-16.81,1633449.71,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,44.8,144.92,-24.3,"[61.01, 38.58]","[20, 7]",0.9,29.0,strong
RTNINDIA.NS,RattanIndia Enterprises Limited,Services,Stage 3,32.85,-4.39,136316736.22,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,43.75,44.75,39.85,-10.61,"[38.89, 38.66, 18.41]","[14, 4, 2]",0.95,37.0,strong
IMFA.NS,Indian Metals & Ferro Alloys Limited,Metals & Mining,Stage 3,20.11,10.73,303795922.54,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.08,44.58,1682.84,-14.69,"[29.56, 22.37]","[3, 6]",0.9,11.0,strong
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Stage 2,63.68,31.75,754692253.75,Stage 2,weekly_watchlist,42.0,44.5,1586.77,-3.26,[34.0],[12],0.0,12.0,weak
TATACOMM.NS,Tata Communications Limited,Telecommunication,Stage 2,35.01,13.96,1972408219.59,Stage 2,weekly_watchlist,38.9,43.9,2049.9,-6.65,[34.01],[24],0.0,24.0,weak
TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,Stage 1,8.31,1.3,268568833.77,"Stage 1, weekly_vcp_ok, volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,42.76,43.76,759.67,-11.42,"[50.24, 27.35]","[18, 6]",0.9,26.0,strong
WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,Stage 2,32.69,13.73,232826512.46,"Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup",weekly_watchlist,38.64,43.64,153.12,-4.79,[19.17],[28],0.0,28.0,weak
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Stage 3,8.98,2.17,46151984.14,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.92,43.42,420.68,-11.74,"[29.49, 24.05]","[5, 8]",0.9,20.0,strong
ERIS.NS,Eris Lifesciences Limited,Healthcare,Stage 3,4.24,-6.41,248066138.03,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.9,43.4,1524.0,-9.68,"[25.22, 19.16, 18.81]","[7, 6, 2]",0.95,20.0,strong
TANLA.NS,Tanla Platforms Limited,Information Technology,Stage 3,30.0,4.12,208514405.29,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,43.21,43.21,590.03,-10.22,"[51.76, 18.51]","[28, 2]",0.9,35.0,strong
NIACL.NS,The New India Assurance Company Limited,Financial Services,Stage 3,21.84,1.68,115701011.54,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.15,43.15,180.72,-10.49,"[33.7, 27.97]","[20, 7]",0.9,30.0,strong
PATELENG.NS,Patel Engineering Limited,Construction,Stage 3,19.63,2.78,107877168.06,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,43.14,43.14,31.34,-8.47,"[38.74, 29.69, 15.84]","[17, 7, 3]",0.95,35.0,strong
TVSHLTD.NS,TVS Holdings Limited,Automobile and Auto Components,Stage 3,-3.1,-0.85,34487904.2,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.0,43.0,15731.91,-14.67,"[19.34, 15.07, 15.53, 12.37]","[6, 3, 6, 2]",1.0,26.0,strong
GOCOLORS.NS,Go Fashion (India) Limited,Consumer Services,Stage 3,42.26,-10.44,1188529885.27,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.98,42.98,762.23,-50.4,"[68.85, 21.45]","[27, 3]",0.9,36.0,strong
ACI.NS,Archean Chemical Industries Limited,Chemicals,Stage 3,-8.4,14.5,122720166.32,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.41,42.91,637.91,-17.32,"[33.47, 11.72]","[13, 19]",0.9,36.0,strong
FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,Stage 3,30.99,-10.59,615585579.25,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.84,42.84,528.87,-12.18,"[49.23, 21.67]","[21, 5]",0.9,30.0,strong
CLEAN.NS,Clean Science and Technology Limited,Chemicals,Stage 3,11.23,-5.86,179842814.38,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.34,42.84,901.07,-13.08,"[47.82, 18.7]","[32, 2]",0.9,39.0,strong
HGS.NS,Hinduja Global Solutions Limited,Services,Stage 3,16.42,3.71,41690470.25,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.81,42.81,545.95,-21.37,"[22.9, 20.64]","[11, 4]",0.9,34.0,strong
IOC.NS,Indian Oil Corporation Ltd.,"Oil, Gas & Consumable Fuels",Stage 1,-3.1,0.12,2085890165.31,"Stage 1, weekly_vcp_ok, weekly_strong, stage1_not_actionable, stage1_needs_more_base",weekly_watchlist,41.8,42.8,186.93,-22.37,"[21.88, 12.57]","[12, 2]",0.9,19.0,strong
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,Capital Goods,Stage 2,16.28,21.61,310855974.26,Stage 2,weekly_watchlist,37.79,42.79,296.47,-3.82,[25.86],[13],0.0,13.0,weak
IONEXCHANG.NS,ION Exchange (India) Limited,Construction,Stage 3,6.68,11.31,106985604.19,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.7,42.7,433.56,-15.76,"[24.25, 22.67, 22.6]","[11, 6, 6]",0.95,26.0,strong
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Stage 3,9.91,-7.37,115161092.15,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.05,42.55,828.9,-10.04,"[25.38, 23.16]","[12, 7]",0.9,20.0,strong
TASTYBITE.NS,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Stage 3,19.05,8.22,22161981.82,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.53,42.53,8924.0,-8.6,"[45.11, 26.93]","[25, 5]",0.9,33.0,strong
AGI.NS,AGI Greenpac Limited,Capital Goods,Stage 2,38.03,4.74,115753245.29,"Stage 2, volume_dryup",weekly_watchlist,37.48,42.48,699.22,0.4,[26.3],[11],0.0,11.0,weak
UNIONBANK.NS,Union Bank of India,Financial Services,Stage 3,-3.38,19.26,2181846898.79,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,41.39,42.39,197.47,-13.63,"[20.64, 20.76]","[5, 4]",0.9,12.0,strong
EIDPARRY.NS,EID Parry India Limited,Chemicals,Stage 3,-7.45,-21.04,322074426.86,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,42.3,915.5,-19.74,"[20.35, 20.29]","[5, 6]",0.9,13.0,strong
BASF.NS,BASF India Limited,Chemicals,Stage 3,-0.62,-3.67,64992855.77,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,42.3,4097.16,-15.5,"[27.02, 21.16]","[16, 6]",0.9,25.0,strong
TATVA.NS,Tatva Chintan Pharma Chem Limited,Chemicals,Stage 3,2.55,-9.91,55139704.52,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,42.3,1612.82,-26.47,"[20.79, 9.13]","[6, 28]",0.9,35.0,strong
BHARATRAS.NS,Bharat Rasayan Limited,Chemicals,Stage 3,12.14,-34.08,21012867.33,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,42.3,1621.53,-10.98,"[57.83, 16.75]","[16, 5]",0.9,23.0,strong
PIIND.NS,PI Industries Limited,Chemicals,Stage 3,-0.93,-5.34,1613504625.61,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,42.3,3833.31,-24.92,"[19.64, 18.85]","[9, 12]",0.9,35.0,strong
CRAFTSMAN.NS,Craftsman Automation Limited,Automobile and Auto Components,Stage 2,39.22,41.36,596409220.17,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,41.2,42.2,9755.04,-4.4,[20.05],[11],0.0,11.0,weak
TCIEXP.NS,TCI Express Limited,Services,Stage 3,10.46,3.5,15914075.73,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,41.2,42.2,594.59,-10.08,"[24.49, 17.95]","[6, 3]",0.9,15.0,strong
DELTACORP.NS,Delta Corp Limited,Consumer Services,Stage 3,22.7,1.15,611215500.84,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.19,42.19,83.63,-21.36,"[33.4, 32.52]","[15, 7]",0.9,32.0,strong
ISGEC.NS,Isgec Heavy Engineering Limited,Construction,Stage 3,1.69,22.16,60639570.07,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.18,42.18,1115.85,-17.36,"[29.63, 12.2]","[5, 7]",0.9,14.0,strong
AKZOINDIA.NS,Akzo Nobel India Limited,Consumer Durables,Stage 3,12.63,-1.06,135904421.21,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,42.06,42.06,3130.47,3.58,"[28.26, 14.66, 6.76]","[9, 2, 6]",0.95,24.0,strong
INDIAMART.NS,Indiamart Intermesh Limited,Consumer Services,Stage 3,-1.65,0.96,126555652.09,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,42.0,42.0,2530.32,-17.63,"[16.11, 16.47, 16.67, 13.1]","[8, 9, 8, 4]",1.0,38.0,strong
JMFINANCIL.NS,JM Financial Limited,Financial Services,Stage 3,5.78,-5.67,438818740.08,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.91,41.91,149.86,-16.66,"[25.74, 23.38, 22.71]","[8, 5, 6]",0.95,24.0,strong
CMSINFO.NS,CMS Info Systems Limited,Services,Stage 3,1.31,-7.31,109624030.01,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.9,41.9,362.49,-18.44,"[37.13, 27.39, 11.83]","[16, 17, 2]",0.95,42.0,strong
PRICOLLTD.NS,Pricol Limited,Automobile and Auto Components,Stage 3,8.85,1.38,248713839.56,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.82,41.82,645.43,-10.94,"[24.94, 20.4]","[3, 6]",0.9,12.0,strong
IIFL.NS,IIFL Finance Limited,Financial Services,Stage 3,10.56,-0.84,1357899713.13,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.77,41.77,484.65,8.97,"[29.0, 15.44]","[4, 2]",0.9,16.0,strong
KOLTEPATIL.NS,Kolte - Patil Developers Limited,Realty,Stage 3,12.85,6.12,21637822.9,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,41.7,41.7,408.0,-8.93,"[27.66, 13.97]","[13, 3]",0.9,19.0,strong
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,Stage 3,6.59,11.77,596556147.3,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,41.64,41.64,311.04,-14.9,"[18.27, 19.15]","[3, 6]",0.9,12.0,strong
NESCO.NS,Nesco Limited,Services,Stage 3,9.06,-0.85,52046503.85,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.62,41.62,1326.22,-15.59,"[34.41, 20.0]","[20, 7]",0.9,29.0,strong
NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,Stage 2,44.17,21.62,711171194.32,"Stage 2, trend_template_ok",weekly_watchlist,40.58,41.58,1635.15,1.56,[28.35],[13],0.0,13.0,weak
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,Stage 3,18.7,-0.96,5813323752.1,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.57,41.57,11867.73,3.09,"[37.65, 18.97]","[10, 7]",0.9,19.0,strong
ETERNAL.NS,Eternal Ltd.,Consumer Services,Stage 3,13.7,-7.32,6854876151.08,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.54,41.54,309.09,-17.95,"[32.01, 31.1, 11.98]","[15, 5, 3]",0.95,31.0,strong
NATCOPHARM.NS,Natco Pharma Limited,Healthcare,Stage 3,-10.52,1.77,947998002.09,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.0,41.5,1228.95,-30.71,"[16.07, 12.21]","[3, 2]",0.9,11.0,strong
ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,Stage 3,8.51,-2.31,1102476645.28,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.42,41.42,958.67,-12.55,"[26.74, 17.14]","[7, 4]",0.9,14.0,strong
IDEA.NS,Vodafone Idea Limited,Telecommunication,Stage 2,55.19,33.2,9349664934.63,"Stage 2, trend_template_ok",weekly_watchlist,36.4,41.4,15.28,-4.3,[31.68],[7],0.0,7.0,weak
GODREJAGRO.NS,Godrej Agrovet Limited,Fast Moving Consumer Goods,Stage 3,-0.37,4.87,61597400.54,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,41.35,41.35,657.85,-12.52,"[41.64, 19.17, 11.11]","[26, 7, 4]",0.95,41.0,strong
CSBBANK.NS,CSB Bank Limited,Financial Services,Stage 3,2.9,2.26,116268652.85,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.32,41.32,536.49,-31.15,"[43.45, 18.5]","[10, 4]",0.9,18.0,strong
NAZARA.NS,Nazara Technologies Limited,"Media, Entertainment & Publication",Stage 2,28.96,40.99,503859311.97,"Stage 2, daily_vcp_ok, volume_dryup",weekly_watchlist,40.2,41.2,314.55,-4.26,[26.83],[11],0.0,11.0,weak
RRKABEL.NS,R R Kabel Limited,Capital Goods,Stage 2,60.59,62.56,1393233255.56,"Stage 2, trend_template_ok",weekly_watchlist,36.2,41.2,1576.99,39.58,"[17.4, 18.81]","[5, 5]",0.1,14.0,weak
SANGHVIMOV.NS,Sanghvi Movers Limited,Capital Goods,Stage 2,82.23,45.45,333672024.03,Stage 2,weekly_watchlist,36.2,41.2,330.48,27.71,"[28.87, 32.16]","[5, 6]",0.1,19.0,weak
TVSMOTOR.NS,TVS Motor Company Limited,Automobile and Auto Components,Stage 3,1.64,1.91,3849440839.02,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.16,41.16,3857.24,-10.93,"[17.32, 16.17]","[2, 6]",0.9,12.0,strong
TBOTEK.NS,TBO Tek Ltd.,Consumer Services,Stage 3,20.04,-6.68,279940930.83,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,41.14,41.14,1315.0,8.16,"[37.3, 14.34]","[6, 5]",0.9,14.0,strong
CANBK.NS,Canara Bank,Financial Services,Stage 3,1.5,1.17,3908746810.11,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.07,41.07,157.69,-15.76,"[21.02, 15.81]","[17, 4]",0.9,24.0,strong
TATATECH.NS,Tata Technologies Ltd.,Information Technology,Stage 2,45.27,24.25,1246679312.51,Stage 2,weekly_watchlist,40.95,40.95,784.0,-1.79,[26.46],[12],0.0,12.0,weak
VIPIND.NS,VIP Industries Limited,Consumer Durables,Stage 3,-4.62,-1.57,685677238.11,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.9,40.9,435.76,-25.73,"[25.3, 22.98, 16.32]","[12, 5, 2]",0.95,35.0,strong
GREENPANEL.NS,Greenpanel Industries Limited,Consumer Durables,Stage 3,-0.91,-11.67,50071516.92,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.9,40.9,250.44,-23.25,"[33.19, 34.8, 25.87]","[13, 9, 2]",0.95,36.0,strong
LAOPALA.NS,La Opala RG Limited,Consumer Durables,Stage 3,-3.72,-4.33,16965390.77,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.9,40.9,215.38,-16.01,"[32.66, 24.6, 12.06]","[27, 5, 2]",0.95,43.0,strong
WONDERLA.NS,Wonderla Holidays Limited,Consumer Services,Stage 3,-5.57,-2.78,16186049.42,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.9,40.9,573.9,-14.85,"[21.24, 15.33, 11.9]","[9, 3, 3]",0.95,29.0,strong
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,"Oil, Gas & Consumable Fuels",Stage 3,-20.46,21.06,1179245717.37,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.86,40.86,212.37,-22.06,"[26.48, 26.55]","[8, 4]",0.9,26.0,strong
ICIL.NS,Indo Count Industries Limited,Textiles,Stage 2,46.9,27.42,278923021.58,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,35.83,40.83,361.03,-4.76,[36.76],[7],0.0,7.0,weak
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Stage 3,8.42,-12.91,79072005.6,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,159.24,-13.69,"[29.32, 27.43]","[7, 7]",0.9,23.0,strong
CDSL.NS,Central Depository Services (India) Ltd.,Financial Services,Stage 3,6.2,-9.6,1705806390.83,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,1403.55,-9.94,"[33.3, 17.73]","[19, 4]",0.9,26.0,strong
UTIAMC.NS,UTI Asset Management Company Limited,Financial Services,Stage 3,-2.0,-9.93,53279851.29,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,1084.9,-12.84,"[20.68, 19.94]","[6, 6]",0.9,14.0,strong
TCI.NS,Transport Corporation of India Limited,Services,Stage 3,-2.97,-2.43,43041852.39,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,1082.69,-13.41,"[21.95, 19.68]","[6, 7]",0.9,14.0,strong
SHARDAMOTR.NS,Sharda Motor Industries Limited,Automobile and Auto Components,Stage 3,5.89,-8.11,81933232.55,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,1018.48,-20.26,"[31.45, 31.15]","[11, 8]",0.9,20.0,strong
GENSOL.NS,Gensol Engineering Limited,Services,Stage 3,3.58,-8.76,1979697.59,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,29.41,-19.49,"[55.45, 38.15]","[18, 9]",0.9,29.0,strong
PVRINOX.NS,PVR INOX Limited,"Media, Entertainment & Publication",Stage 3,-3.41,-2.2,159090992.44,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,40.8,1113.82,-14.81,"[26.97, 14.21]","[14, 3]",0.9,22.0,strong
HINDALCO.NS,Hindalco Industries Limited,Metals & Mining,Stage 3,6.14,22.89,7225007867.2,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,38.3,40.8,1178.06,-16.61,"[14.45, 15.0]","[3, 3]",0.9,8.0,strong
DODLA.NS,Dodla Dairy Limited,Fast Moving Consumer Goods,Stage 3,11.79,-2.66,18553911.48,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.71,40.71,1190.08,-8.25,"[23.47, 15.07]","[5, 2]",0.9,14.0,strong
GODREJPROP.NS,Godrej Properties Limited,Realty,Stage 3,14.52,-5.93,1020835897.38,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.66,40.66,1955.32,-8.22,"[31.85, 24.3]","[3, 6]",0.9,12.0,strong
TECHNOE.NS,Techno Electric & Engineering Company Limited,Construction,Stage 3,0.91,6.59,760629138.8,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.55,40.55,1217.83,-10.26,"[44.42, 19.55]","[21, 5]",0.9,30.0,strong
LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,Stage 3,-1.06,7.73,194735444.39,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.47,40.47,472.78,-19.31,"[23.19, 23.91]","[13, 4]",0.9,23.0,strong
AFCONS.NS,Afcons Infrastructure Ltd.,Construction,Stage 3,16.94,-10.57,703837281.19,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.44,40.44,366.64,-10.78,"[44.56, 20.82]","[24, 5]",0.9,32.0,strong
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Stage 2,17.14,56.62,402371740.48,"Stage 2, trend_template_ok",weekly_watchlist,39.38,40.38,1125.47,-0.43,[6.44],[10],0.0,10.0,weak
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Stage 2,27.67,45.6,915289620.08,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,39.33,40.33,278.4,0.23,[20.45],[10],0.0,10.0,weak
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Construction Materials,Stage 3,7.34,-2.49,179057230.67,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.29,40.29,430.95,-27.96,"[31.09, 23.64]","[14, 6]",0.9,29.0,strong
JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,Stage 3,4.49,0.42,392437964.48,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.29,40.29,6105.0,-12.96,"[29.13, 21.01]","[18, 9]",0.9,31.0,strong
PGEL.NS,PG Electroplast Limited,Consumer Durables,Stage 3,3.45,0.6,1759527799.98,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,40.21,40.21,578.96,-8.9,"[31.21, 21.86]","[6, 4]",0.9,12.0,strong
GRINDWELL.NS,Grindwell Norton Limited,Capital Goods,Stage 2,42.17,37.68,130016680.02,"Stage 2, trend_template_ok, volume_dryup",weekly_watchlist,35.18,40.18,2006.2,2.05,[23.0],[6],0.0,6.0,weak
HARSHA.NS,Harsha Engineers International Limited,Capital Goods,Stage 2,28.67,25.99,116130814.64,Stage 2,weekly_watchlist,35.07,40.07,469.82,-7.05,[25.05],[8],0.0,8.0,weak
KSCL.NS,Kaveri Seed Company Limited,Fast Moving Consumer Goods,Stage 3,5.92,-3.55,80406521.01,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,40.04,40.04,1026.79,-15.95,"[27.27, 26.51]","[9, 4]",0.9,15.0,strong
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Consumer Services,Stage 3,7.07,-5.23,19730391.26,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.98,39.98,51.09,-14.72,"[32.4, 21.45]","[9, 4]",0.9,17.0,strong
HGINFRA.NS,H.G. Infra Engineering Limited,Construction,Stage 3,17.58,-16.06,219510769.43,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.95,39.95,681.19,-15.21,"[48.05, 39.07]","[18, 7]",0.9,28.0,strong
GILLETTE.NS,Gillette India Limited,Fast Moving Consumer Goods,Stage 3,-3.32,4.34,252298818.12,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.9,39.9,8448.26,-8.67,"[18.92, 8.16]","[7, 3]",0.9,14.0,strong
TI.NS,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Stage 3,-2.82,3.17,231061773.32,"Stage 3, weekly_vcp_ok, weekly_strong, distribution_risk",weekly_watchlist,39.84,39.84,490.76,-11.93,"[30.59, 11.05]","[12, 7]",0.9,21.0,strong
HCLTECH.NS,HCL Technologies Limited,Information Technology,Stage 3,-11.61,-21.3,3864506994.4,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,1449.73,-20.05,"[27.1, 23.76]","[6, 4]",0.9,14.0,strong
JUSTDIAL.NS,Just Dial Limited,Consumer Services,Stage 3,4.61,-15.95,52404848.5,"Stage 3, weekly_vcp_ok, volume_dryup, weekly_strong, distribution_risk",weekly_watchlist,39.8,39.8,714.65,-23.91,"[36.76, 13.11]","[12, 6]",0.9,19.0,strong
